Row_id,State,Agency_type,Agency_name,Quarter_1,Quarter_2,Quarter_3,Quarter_4,Population
82,Alabama,Metropolitan Counties,Lowndes,0,0,,0,
83,Alabama,Metropolitan Counties,Madison,,0,0,,
84,Alabama,Metropolitan Counties,St. Clair,,0,0,,
85,Alabama,Metropolitan Counties,Tuscaloosa,0,0,,0,
86,Alabama,Nonmetropolitan Counties,Butler,0,,0,0,
87,Alabama,Nonmetropolitan Counties,Clarke,0,,0,0,
88,Alabama,Nonmetropolitan Counties,Dale,0,,0,0,
89,Alabama,Nonmetropolitan Counties,Macon,0,,0,0,
90,Alabama,Nonmetropolitan Counties,Marengo,,0,0,0,
91,Alabama,Nonmetropolitan Counties,Marshall,0,,0,0,
92,Alabama,Nonmetropolitan Counties,Sumter,0,0,,0,
93,Alabama,Nonmetropolitan Counties,Tallapoosa,,0,,0,
94,Alabama,Nonmetropolitan Counties,Walker,0,0,0,,
95,Alabama,Nonmetropolitan Counties,Winston,0,,0,0,
96,Alabama,Tribal Agencies,Poarch Creek Tribal,0,0,0,,
97,Alabama,Other Agencies,"Department of Corrections, Investigations and Intelligence Division",0,,0,0,
98,Alabama,Other Agencies,Mobile Regional Airport,0,0,0,,
99,Alaska,Cities,Bethel,0,0,0,0,"6,509"
100,Alaska,Cities,Bristol Bay Borough,,0,0,0,843
101,Alaska,Cities,Cordova,0,0,0,0,"2,179"
102,Alaska,Cities,Craig,0,0,0,0,"1,285"
103,Alaska,Cities,Dillingham,0,0,0,0,"2,365"
104,Alaska,Cities,Haines,0,0,0,0,"2,508"
105,Alaska,Cities,Homer,0,0,0,0,"5,797"
106,Alaska,Cities,Kenai,0,0,,0,"7,888"
107,Alaska,Cities,Ketchikan,0,0,0,0,"8,300"
108,Alaska,Cities,Kodiak,0,0,0,0,"5,995"
109,Alaska,Cities,Nome,0,,0,0,"3,874"
110,Alaska,Cities,North Pole,0,0,0,0,"2,096"
111,Alaska,Cities,North Slope Borough,0,0,0,0,"9,743"
112,Alaska,Cities,Palmer,0,0,0,0,"7,403"
113,Alaska,Cities,Petersburg,0,0,0,0,"3,262"
114,Alaska,Cities,Seward,0,,0,0,"2,850"
115,Alaska,Cities,Sitka,0,0,0,0,"8,588"
116,Alaska,Cities,Skagway,0,0,0,0,"1,177"
117,Alaska,Cities,Soldotna,0,0,0,0,"4,731"
118,Alaska,Cities,Unalaska,0,0,0,0,"4,546"
119,Alaska,Cities,Valdez,0,0,0,0,"3,845"
120,Alaska,Cities,Wasilla,0,0,0,0,"10,522"
121,Alaska,Cities,Wrangell,0,0,0,0,"2,521"
122,Alaska,Universities and Colleges,University of Alaska: Anchorage,0,0,0,0,"25,009"
123,Alaska,Universities and Colleges,University of Alaska: Fairbanks,0,0,0,0,"13,263"
124,Alaska,State Police Agencies,State Troopers,0,0,0,0,
125,Alaska,Other Agencies,Fairbanks International Airport,0,0,0,0,
126,Alaska,Other Agencies,Ted Stevens Anchorage International Airport,0,0,0,0,
127,Arizona,Cities,Apache Junction,0,0,0,0,"41,245"
128,Arizona,Cities,Bisbee,0,0,,,"5,135"
129,Arizona,Cities,Buckeye,0,0,0,0,"71,318"
130,Arizona,Cities,Bullhead City,0,0,0,0,"40,354"
131,Arizona,Cities,Camp Verde,0,0,0,0,"11,249"
132,Arizona,Cities,Casa Grande,0,0,0,0,"56,479"
133,Arizona,Cities,Chandler,0,0,0,0,"255,986"
134,Arizona,Cities,Chino Valley,0,0,0,0,"11,840"
135,Arizona,Cities,Clarkdale,0,0,0,0,"4,367"
136,Arizona,Cities,Clifton,0,0,0,0,"3,743"
137,Arizona,Cities,Douglas,0,0,0,,"15,970"
138,Arizona,Cities,Eagar,0,0,0,0,"4,876"
139,Arizona,Cities,El Mirage,0,0,0,0,"35,733"
140,Arizona,Cities,Eloy,0,0,0,0,"19,549"
141,Arizona,Cities,Florence,0,0,0,0,"25,987"
142,Arizona,Cities,Fredonia,0,0,0,,"1,300"
143,Arizona,Cities,Globe,0,0,0,0,"7,330"
144,Arizona,Cities,Goodyear,0,0,0,0,"82,159"
145,Arizona,Cities,Hayden,0,0,0,0,970
146,Arizona,Cities,Holbrook,0,0,0,0,"5,048"
147,Arizona,Cities,Jerome,0,0,,,456
148,Arizona,Cities,Kearny,0,0,0,0,"2,116"
149,Arizona,Cities,Kingman,0,0,0,0,"29,669"
150,Arizona,Cities,Lake Havasu City,0,0,0,0,"54,678"
151,Arizona,Cities,Mammoth,0,0,0,0,"1,626"
152,Arizona,Cities,Marana,,0,0,0,"46,447"
153,Arizona,Cities,Miami,0,0,0,0,"1,764"
154,Arizona,Cities,Nogales,0,0,0,,"19,973"
155,Arizona,Cities,Oro Valley,0,0,0,0,"44,844"
156,Arizona,Cities,Paradise Valley,0,0,0,0,"14,519"
157,Arizona,Cities,Parker,0,0,0,0,"3,060"
158,Arizona,Cities,Payson,0,0,0,0,"15,549"
159,Arizona,Cities,Pima,0,0,0,0,"2,533"
160,Arizona,Cities,Pinetop-Lakeside,0,0,0,0,"4,371"
161,Arizona,Cities,Prescott Valley,0,0,0,0,"45,337"
162,Arizona,Cities,Quartzsite,0,0,0,0,"3,695"
163,Arizona,Cities,Safford,,0,0,0,"9,657"
164,Arizona,Cities,Sahuarita,0,0,0,0,"29,896"
165,Arizona,Cities,San Luis,0,0,0,0,"33,074"
166,Arizona,Cities,Show Low,0,0,0,0,"11,156"
167,Arizona,Cities,Sierra Vista,0,0,0,0,"42,574"
168,Arizona,Cities,Snowflake-Taylor,0,0,0,0,"9,971"
169,Arizona,Cities,Somerton,0,0,0,0,"16,380"
170,Arizona,Cities,South Tucson,0,0,0,0,"5,643"
171,Arizona,Cities,Springerville,0,0,0,0,"1,955"
172,Arizona,Cities,Superior,0,0,0,0,"3,095"
173,Arizona,Cities,Thatcher,0,0,0,0,"5,048"
174,Arizona,Cities,Tolleson,0,0,0,,"7,305"
175,Arizona,Cities,Wellton,0,0,0,0,"3,003"
176,Arizona,Cities,Wickenburg,0,0,0,0,"7,042"
177,Arizona,Cities,Willcox,0,0,0,0,"3,465"
178,Arizona,Cities,Williams,0,0,0,0,"3,176"
179,Arizona,Cities,Winslow,0,0,0,,"9,361"
180,Arizona,Universities and Colleges,"Arizona State University, Main Campus",0,0,0,0,"118,390"
181,Arizona,Universities and Colleges,Arizona Western College,0,0,0,0,"11,653"
182,Arizona,Universities and Colleges,Central Arizona College,0,0,0,0,"9,741"
183,Arizona,Universities and Colleges,Northern Arizona University,0,0,0,0,"34,554"
184,Arizona,Universities and Colleges,Pima Community College,0,0,,,"34,308"
185,Arizona,Universities and Colleges,Yavapai College,0,0,0,,"10,000"
186,Arizona,Metropolitan Counties,Cochise,0,0,0,,
187,Arizona,Metropolitan Counties,Coconino,0,0,0,0,
188,Arizona,Metropolitan Counties,Maricopa,0,,,,
189,Arizona,Metropolitan Counties,Mohave,0,0,0,0,
190,Arizona,Metropolitan Counties,Pima,0,0,0,0,
191,Arizona,Metropolitan Counties,Pinal,0,0,0,0,
192,Arizona,Metropolitan Counties,Yavapai,0,0,0,0,
193,Arizona,Metropolitan Counties,Yuma,0,0,0,0,
194,Arizona,Nonmetropolitan Counties,Apache,0,0,0,0,
195,Arizona,Nonmetropolitan Counties,Gila,0,0,0,0,
196,Arizona,Nonmetropolitan Counties,Graham,0,0,0,0,
197,Arizona,Nonmetropolitan Counties,Greenlee,0,0,0,0,
198,Arizona,Nonmetropolitan Counties,Navajo,0,0,0,0,
199,Arizona,Nonmetropolitan Counties,Santa Cruz,0,0,0,0,
200,Arizona,Tribal Agencies,Ak-Chin Tribal,0,0,0,0,
201,Arizona,Tribal Agencies,Fort McDowell Tribal,,0,0,0,
202,Arizona,Tribal Agencies,Hualapai Tribal,0,0,0,0,
203,Arizona,Tribal Agencies,Navajo Nation,0,0,0,0,
204,Arizona,Tribal Agencies,Pascua Yaqui Tribal,0,0,0,,
205,Arizona,Tribal Agencies,Salt River Tribal,0,0,0,0,
206,Arizona,Tribal Agencies,San Carlos Apache,,0,,,
207,Arizona,Tribal Agencies,Yavapai-Apache Nation,0,0,0,0,
208,Arizona,Tribal Agencies,Yavapai-Prescott Tribal,,0,0,0,
209,Arizona,Other Agencies,Tucson Airport Authority,0,0,0,0,
210,Arkansas,Cities,Alexander,0,0,0,0,"3,078"
211,Arkansas,Cities,Alma,0,0,0,0,"5,772"
212,Arkansas,Cities,Altus,0,0,0,0,735
213,Arkansas,Cities,Amity,0,0,0,0,678
214,Arkansas,Cities,Arkadelphia,0,0,0,0,"10,647"
215,Arkansas,Cities,Ashdown,0,0,0,0,"4,389"
216,Arkansas,Cities,Ash Flat,0,0,0,0,"1,090"
217,Arkansas,Cities,Atkins,0,0,0,0,"3,041"
218,Arkansas,Cities,Augusta,0,0,0,,"1,958"
219,Arkansas,Cities,Austin,0,0,0,0,"3,508"
220,Arkansas,Cities,Bald Knob,0,0,0,0,"2,879"
221,Arkansas,Cities,Barling,0,0,0,0,"4,972"
222,Arkansas,Cities,Batesville,0,0,0,0,"10,782"
223,Arkansas,Cities,Bay,0,0,0,0,"1,806"
224,Arkansas,Cities,Bearden,0,0,0,0,865
225,Arkansas,Cities,Beebe,0,0,0,0,"8,268"
226,Arkansas,Cities,Bella Vista,0,0,0,0,"28,798"
227,Arkansas,Cities,Bentonville,0,0,0,0,"51,607"
228,Arkansas,Cities,Berryville,0,0,0,0,"5,470"
229,Arkansas,Cities,Bethel Heights,0,0,0,0,"2,825"
230,Arkansas,Cities,Black Rock,0,0,,,613
231,Arkansas,Cities,Blytheville,0,0,0,0,"13,843"
232,Arkansas,Cities,Bono,0,0,0,0,"2,405"
233,Arkansas,Cities,Booneville,0,0,0,0,"3,837"
234,Arkansas,Cities,Bradford,0,0,0,0,742
235,Arkansas,Cities,Brinkley,0,0,0,0,"2,658"
236,Arkansas,Cities,Brookland,0,0,0,0,"3,582"
237,Arkansas,Cities,Bryant,0,,,,"20,738"
238,Arkansas,Cities,Bull Shoals,0,0,0,0,"1,943"
239,Arkansas,Cities,Cabot,0,0,0,0,"26,459"
240,Arkansas,Cities,Caddo Valley,0,0,0,0,591
241,Arkansas,Cities,Camden,0,0,0,0,"10,880"
242,Arkansas,Cities,Cammack Village,0,0,0,0,732
243,Arkansas,Cities,Caraway,0,0,0,0,"1,253"
244,Arkansas,Cities,Carlisle,0,0,0,0,"2,177"
245,Arkansas,Cities,Cave Springs,0,0,0,0,"4,981"
246,Arkansas,Cities,Cedarville,0,0,0,0,"1,401"
247,Arkansas,Cities,Centerton,0,0,0,0,"14,791"
248,Arkansas,Cities,Charleston,0,0,0,0,"2,458"
249,Arkansas,Cities,Cherokee Village,0,0,0,0,"4,637"
250,Arkansas,Cities,Cherry Valley,0,0,0,0,593
251,Arkansas,Cities,Clarendon,0,0,0,0,"1,415"
252,Arkansas,Cities,Clarksville,0,0,0,0,"9,679"
253,Arkansas,Cities,Clinton,0,0,0,0,"2,471"
254,Arkansas,Cities,Concord,0,,,,235
255,Arkansas,Cities,Conway,0,0,0,0,"66,720"
256,Arkansas,Cities,Corning,0,0,0,0,"3,102"
257,Arkansas,Cities,Cotter,0,0,0,0,935
258,Arkansas,Cities,Crossett,0,0,0,0,"4,920"
259,Arkansas,Cities,Damascus,0,0,0,0,372
260,Arkansas,Cities,Danville,0,0,0,0,"2,422"
261,Arkansas,Cities,Dardanelle,0,0,0,0,"4,535"
262,Arkansas,Cities,Decatur,0,0,0,0,"1,814"
263,Arkansas,Cities,Dell,0,0,0,0,193
264,Arkansas,Cities,De Queen,0,0,0,0,"6,588"
265,Arkansas,Cities,Dermott,0,,,,"2,566"
266,Arkansas,Cities,Des Arc,0,0,0,0,"1,618"
267,Arkansas,Cities,De Witt,0,0,0,0,"3,058"
268,Arkansas,Cities,Diamond City,0,0,0,0,794
269,Arkansas,Cities,Diaz,0,0,0,0,"1,215"
270,Arkansas,Cities,Dierks,,0,0,0,"1,098"
271,Arkansas,Cities,Dover,0,0,0,0,"1,411"
272,Arkansas,Cities,Dumas,0,0,0,0,"4,179"
273,Arkansas,Cities,Dyer,0,0,0,,900
274,Arkansas,Cities,El Dorado,0,0,0,0,"17,916"
275,Arkansas,Cities,Elkins,0,0,0,0,"3,111"
276,Arkansas,Cities,England,0,0,0,0,"2,732"
277,Arkansas,Cities,Etowah,0,0,0,0,317
278,Arkansas,Cities,Eudora,0,0,0,0,"1,970"
279,Arkansas,Cities,Eureka Springs,0,0,0,0,"2,073"
280,Arkansas,Cities,Fairfield Bay,0,0,0,0,"2,189"
281,Arkansas,Cities,Farmington,0,0,0,0,"7,032"
282,Arkansas,Cities,Fayetteville,0,0,0,0,"87,008"
283,Arkansas,Cities,Flippin,0,0,0,0,"1,324"
284,Arkansas,Cities,Fordyce,0,0,0,0,"3,852"
285,Arkansas,Cities,Forrest City,0,0,0,0,"14,144"
286,Arkansas,Cities,Gassville,0,0,0,0,"2,145"
287,Arkansas,Cities,Gentry,0,0,0,0,"3,842"
288,Arkansas,Cities,Glenwood,0,0,,0,"2,107"
289,Arkansas,Cities,Gosnell,0,0,0,0,"3,225"
290,Arkansas,Cities,Gravette,0,0,0,0,"3,328"
291,Arkansas,Cities,Greenbrier,0,0,0,0,"5,592"
292,Arkansas,Cities,Green Forest,0,0,0,0,"2,682"
293,Arkansas,Cities,Greenland,0,0,0,0,"1,422"
294,Arkansas,Cities,Greenwood,0,0,0,0,"9,454"
295,Arkansas,Cities,Greers Ferry,0,0,0,0,854
296,Arkansas,Cities,Gurdon,0,0,0,0,"2,080"
297,Arkansas,Cities,Guy,0,,0,0,786
298,Arkansas,Cities,Hamburg,0,0,0,0,"2,672"
299,Arkansas,Cities,Hampton,0,0,0,0,"1,274"
300,Arkansas,Cities,Harrisburg,0,0,0,,"2,353"
301,Arkansas,Cities,Harrison,0,0,0,0,"13,100"
302,Arkansas,Cities,Haskell,0,0,0,0,"4,649"
303,Arkansas,Cities,Hazen,0,0,0,0,"1,372"
304,Arkansas,Cities,Heber Springs,0,0,0,0,"6,929"
305,Arkansas,Cities,Helena-West Helena,0,0,0,0,"10,477"
306,Arkansas,Cities,Higginson,0,0,0,0,670
307,Arkansas,Cities,Highfill,0,0,0,0,663
308,Arkansas,Cities,Highland,0,0,0,0,"1,104"
309,Arkansas,Cities,Hope,0,0,0,0,"9,744"
310,Arkansas,Cities,Hoxie,0,0,0,0,"2,611"
311,Arkansas,Cities,Hughes,0,0,0,0,"1,254"
312,Arkansas,Cities,Huntington,0,,,0,623
313,Arkansas,Cities,Jacksonville,0,0,0,0,"28,530"
314,Arkansas,Cities,Jericho,0,0,0,0,111
315,Arkansas,Cities,Johnson,0,0,0,0,"3,716"
316,Arkansas,Cities,Jonesboro,0,0,0,0,"77,134"
317,Arkansas,Cities,Judsonia,0,0,0,0,"1,988"
318,Arkansas,Cities,Keiser,0,,,,696
319,Arkansas,Cities,Kensett,0,0,0,0,"1,629"
320,Arkansas,Cities,Lake City,0,0,0,0,"2,507"
321,Arkansas,Cities,Lakeview,0,0,0,0,713
322,Arkansas,Cities,Lake Village,0,0,0,0,"2,293"
323,Arkansas,Cities,Lamar,0,0,0,0,"1,729"
324,Arkansas,Cities,Lavaca,0,0,0,0,"2,464"
325,Arkansas,Cities,Leachville,0,0,0,0,"1,766"
326,Arkansas,Cities,Lewisville,0,0,0,0,"1,133"
327,Arkansas,Cities,Lincoln,0,0,0,0,"2,489"
328,Arkansas,Cities,Little Flock,0,0,0,0,"2,787"
329,Arkansas,Cities,Little Rock,0,0,0,0,"199,288"
330,Arkansas,Cities,Lonoke,0,0,0,0,"4,247"
331,Arkansas,Cities,Lowell,0,0,0,0,"9,522"
332,Arkansas,Cities,Luxora,0,0,0,0,"1,044"
333,Arkansas,Cities,Magnolia,0,0,0,0,"11,425"
334,Arkansas,Cities,Mammoth Spring,0,0,0,0,931
335,Arkansas,Cities,Marianna,0,0,0,0,"3,492"
336,Arkansas,Cities,Marion,0,0,0,0,"12,426"
337,Arkansas,Cities,Marked Tree,0,0,0,0,"2,493"
338,Arkansas,Cities,Marmaduke,0,0,0,0,"1,260"
339,Arkansas,Cities,Marvell,0,0,,,960
340,Arkansas,Cities,Maumelle,0,0,0,0,"18,356"
341,Arkansas,Cities,Mayflower,0,0,0,0,"2,511"
342,Arkansas,Cities,McCrory,0,0,0,0,"1,532"
343,Arkansas,Cities,McGehee,0,0,0,0,"3,775"
344,Arkansas,Cities,McRae,0,0,0,0,665
345,Arkansas,Cities,Mena,0,0,0,0,"5,546"
346,Arkansas,Cities,Menifee,0,0,0,0,312
347,Arkansas,Cities,Mineral Springs,0,0,0,0,"1,160"
348,Arkansas,Cities,Monette,0,0,0,,"1,601"
349,Arkansas,Cities,Monticello,0,0,0,0,"9,630"
350,Arkansas,Cities,Morrilton,0,0,0,0,"6,633"
351,Arkansas,Cities,Mountainburg,0,0,0,0,614
352,Arkansas,Cities,Mountain Home,0,0,0,0,"12,315"
353,Arkansas,Cities,Mountain View,0,0,0,0,"2,867"
354,Arkansas,Cities,Mulberry,0,0,0,0,"1,640"
355,Arkansas,Cities,Murfreesboro,0,0,0,0,"1,542"
356,Arkansas,Cities,Nashville,0,0,0,0,"4,454"
357,Arkansas,Cities,Norfork,0,0,0,0,528
358,Arkansas,Cities,North Little Rock,0,0,0,0,"66,424"
359,Arkansas,Cities,Ola,0,0,0,0,"1,219"
360,Arkansas,Cities,Osceola,0,0,0,0,"6,819"
361,Arkansas,Cities,Ozark,0,0,0,0,"3,598"
362,Arkansas,Cities,Pangburn,0,,,,584
363,Arkansas,Cities,Paragould,0,0,,,"28,827"
364,Arkansas,Cities,Paris,0,0,0,0,"3,379"
365,Arkansas,Cities,Pea Ridge,0,0,0,0,"5,873"
366,Arkansas,Cities,Perryville,0,0,0,0,"1,432"
367,Arkansas,Cities,Piggott,0,0,0,0,"3,575"
368,Arkansas,Cities,Pine Bluff,0,0,0,0,"42,195"
369,Arkansas,Cities,Plainview,0,0,0,0,584
370,Arkansas,Cities,Plumerville,0,0,0,0,775
371,Arkansas,Cities,Pocahontas,0,0,0,0,"6,478"
372,Arkansas,Cities,Pottsville,0,0,0,0,"3,246"
373,Arkansas,Cities,Prairie Grove,0,0,0,0,"5,921"
374,Arkansas,Cities,Prescott  ,0,0,,,
375,Arkansas,Cities,Quitman,0,0,0,0,719
376,Arkansas,Cities,Ravenden,0,0,,,447
377,Arkansas,Cities,Redfield,0,0,0,0,"1,578"
378,Arkansas,Cities,Rison,0,0,,,"1,244"
379,Arkansas,Cities,Rose Bud,,,0,0,486
380,Arkansas,Cities,Russellville,0,0,0,0,"29,455"
381,Arkansas,Cities,Salem,0,0,0,0,"1,605"
382,Arkansas,Cities,Shannon Hills,0,0,0,,"3,912"
383,Arkansas,Cities,Sheridan,0,0,0,0,"4,922"
384,Arkansas,Cities,Siloam Springs,0,0,,,"17,102"
385,Arkansas,Cities,Stamps,0,0,0,0,"1,482"
386,Arkansas,Cities,Star City,0,0,0,0,"2,099"
387,Arkansas,Cities,St. Charles,0,0,0,0,211
388,Arkansas,Cities,Stuttgart,0,0,0,0,"8,696"
389,Arkansas,Cities,Sulphur Springs,0,0,0,0,543
390,Arkansas,Cities,Swifton,0,0,0,0,738
391,Arkansas,Cities,Texarkana,0,0,0,0,"30,300"
392,Arkansas,Cities,Trumann,0,0,0,0,"7,071"
393,Arkansas,Cities,Tuckerman,0,0,0,0,"1,708"
394,Arkansas,Cities,Tyronza,0,0,0,0,746
395,Arkansas,Cities,Van Buren,0,0,0,0,"23,608"
396,Arkansas,Cities,Vilonia,0,0,0,0,"4,648"
397,Arkansas,Cities,Waldron,0,0,0,0,"3,375"
398,Arkansas,Cities,Walnut Ridge,0,0,0,0,"5,013"
399,Arkansas,Cities,Ward,0,0,0,0,"5,278"
400,Arkansas,Cities,Warren,0,0,0,0,"5,608"
401,Arkansas,Cities,Weiner,0,0,0,0,687
402,Arkansas,Cities,West Fork,0,0,0,0,"2,623"
403,Arkansas,Cities,West Memphis,0,0,0,0,"24,668"
404,Arkansas,Cities,White Hall,0,0,0,0,"4,987"
405,Arkansas,Cities,Wilson,0,0,0,0,845
406,Arkansas,Cities,Wynne,0,0,0,0,"7,907"
407,Arkansas,Universities and Colleges,Arkansas State University: Beebe,0,0,0,0,"5,491"
408,Arkansas,Universities and Colleges,Arkansas State University: Jonesboro,0,0,0,0,"19,148"
409,Arkansas,Universities and Colleges,Arkansas State University: Newport,0,0,0,,"4,943"
410,Arkansas,Universities and Colleges,Arkansas Tech University,0,0,0,0,"13,677"
411,Arkansas,Universities and Colleges,Henderson State University,0,0,0,0,"4,043"
412,Arkansas,Universities and Colleges,Southern Arkansas University,0,0,0,0,"5,683"
413,Arkansas,Universities and Colleges,University of Arkansas: Fayetteville,0,0,0,0,"29,958"
414,Arkansas,Universities and Colleges,University of Arkansas: Little Rock,0,0,0,0,"14,292"
415,Arkansas,Universities and Colleges,University of Arkansas: Medical Sciences,0,0,0,0,"3,147"
416,Arkansas,Universities and Colleges,University of Arkansas: Monticello,0,0,0,0,"4,702"
417,Arkansas,Universities and Colleges,University of Arkansas: Pine Bluff,0,0,,,"3,106"
418,Arkansas,Universities and Colleges,"University of Arkansas Community College, Morrilton",0,0,0,0,"2,684"
419,Arkansas,Universities and Colleges,University of Central Arkansas,0,0,0,0,"13,347"
420,Arkansas,Universities and Colleges,Henderson State University,,,,,
421,Arkansas,Universities and Colleges,Southern Arkansas University,,,,,
422,Arkansas,Universities and Colleges,Southern Arkansas University Tech,,,,,
423,Arkansas,Universities and Colleges,University of Arkansas: Fayetteville,,,,,
424,Arkansas,Universities and Colleges,University of Arkansas: Little Rock,,,,,
425,Arkansas,Universities and Colleges,University of Arkansas: Medical Sciences,,,,,
426,Arkansas,Universities and Colleges,University of Arkansas: Monticello,,,,,
427,Arkansas,Universities and Colleges,University of Arkansas: Pine Bluff,,,,,
428,Arkansas,Universities and Colleges,University of Central Arkansas,,,,,
429,Arkansas,Metropolitan Counties,Benton,0,0,0,0,
430,Arkansas,Metropolitan Counties,Cleveland,0,0,0,0,
431,Arkansas,Metropolitan Counties,Craighead,0,0,0,0,
432,Arkansas,Metropolitan Counties,Crawford,0,0,0,0,
433,Arkansas,Metropolitan Counties,Crittenden,0,0,0,0,
434,Arkansas,Metropolitan Counties,Faulkner,0,0,0,,
435,Arkansas,Metropolitan Counties,Franklin,0,0,0,0,
436,Arkansas,Metropolitan Counties,Garland,0,0,0,,
437,Arkansas,Metropolitan Counties,Grant,0,0,0,0,
438,Arkansas,Metropolitan Counties,Jefferson,0,0,0,0,
439,Arkansas,Metropolitan Counties,Lincoln,0,0,0,0,
440,Arkansas,Metropolitan Counties,Little River,0,0,0,0,
441,Arkansas,Metropolitan Counties,Lonoke,0,,0,0,
442,Arkansas,Metropolitan Counties,Madison,0,0,0,,
443,Arkansas,Metropolitan Counties,Miller,0,0,0,0,
444,Arkansas,Metropolitan Counties,Perry,0,0,0,0,
