Row_id,State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,agency_with_state_clean,lon,lat
1081,New Jersey,Cities,Haworth,2,0,2,0,0,0,0,2,0,0,0,2,3463,"Haworth, New Jersey","Haworth, New Jersey",-73.9901383,40.9609315
1082,New Jersey,Cities,Highland Park,1,0,1,0,0,0,0,1,1,0,0,0,13989,"Highland Park, New Jersey","Highland Park, New Jersey",-74.4243178,40.4959379
1083,New Jersey,Cities,Highlands,1,1,0,0,0,0,0,1,1,0,0,0,4794,"Highlands, New Jersey","Highlands, New Jersey",-73.991527,40.40372
1084,New Jersey,Cities,Hightstown,2,2,0,0,0,0,0,2,0,0,1,1,5289,"Hightstown, New Jersey","Hightstown, New Jersey",-74.5232089,40.2695538
1085,New Jersey,Cities,Hillsborough Township,1,0,0,1,0,0,0,1,1,0,0,0,39796,"Hillsborough Township, New Jersey","Hillsborough Township, New Jersey",-74.6472522,40.5106322
1086,New Jersey,Cities,Hillsdale,9,2,7,0,0,0,0,9,1,0,1,7,10484,"Hillsdale, New Jersey","Hillsdale, New Jersey",-74.0404175,41.0025975
1087,New Jersey,Cities,Hoboken,7,3,1,3,0,0,0,7,2,4,1,0,55096,"Hoboken, New Jersey","Hoboken, New Jersey",-74.0323626,40.7439905
1088,New Jersey,Cities,Holmdel Township,2,1,1,0,0,0,0,2,0,0,0,2,16621,"Holmdel Township, New Jersey","Holmdel Township, New Jersey",-74.18403219999999,40.3451095
1089,New Jersey,Cities,Hopewell Township,4,4,0,0,0,0,0,4,0,0,0,4,18000,"Hopewell Township, New Jersey","Hopewell Township, New Jersey",-74.8156199,40.343784
1090,New Jersey,Cities,Howell Township,14,11,2,1,0,0,0,14,2,8,1,3,52672,"Howell Township, New Jersey","Howell Township, New Jersey",-74.2082671,40.1645785
1091,New Jersey,Cities,Jackson Township,1,0,1,0,0,0,0,1,1,0,0,0,56706,"Jackson Township, New Jersey","Jackson Township, New Jersey",-74.35874729999999,40.0918895
1092,New Jersey,Cities,Jefferson Township,1,0,0,1,0,0,0,1,1,0,0,0,21071,"Jefferson Township, New Jersey","Jefferson Township, New Jersey",-74.5580454,41.0029893
1093,New Jersey,Cities,Jersey City,4,3,1,0,0,0,0,4,0,1,3,0,270175,"Jersey City, New Jersey","Jersey City, New Jersey",-74.0431435,40.7177545
1094,New Jersey,Cities,Keansburg,11,7,1,3,0,0,0,11,3,2,3,3,9766,"Keansburg, New Jersey","Keansburg, New Jersey",-74.1298643,40.4417743
1095,New Jersey,Cities,Lakewood Township,18,2,16,0,0,0,0,18,3,3,11,1,102915,"Lakewood Township, New Jersey","Lakewood Township, New Jersey",-74.2097014,40.08212899999999
1096,New Jersey,Cities,Lambertville,1,0,0,1,0,0,0,1,0,1,0,0,3811,"Lambertville, New Jersey","Lambertville, New Jersey",-74.94294479999999,40.36593939999999
1097,New Jersey,Cities,Leonia,1,0,1,0,0,0,0,1,0,0,0,1,9175,"Leonia, New Jersey","Leonia, New Jersey",-73.9881942,40.8614887
1098,New Jersey,Cities,Lincoln Park,1,1,0,0,0,0,0,1,0,0,1,0,10308,"Lincoln Park, New Jersey","Lincoln Park, New Jersey",-74.3020933,40.9242652
1099,New Jersey,Cities,Linden,2,2,0,0,0,0,0,2,0,0,0,2,42806,"Linden, New Jersey","Linden, New Jersey",-74.24459019999999,40.6220478
1100,New Jersey,Cities,Little Egg Harbor Township,1,1,0,0,0,0,0,1,0,0,0,1,21087,"Little Egg Harbor Township, New Jersey","Little Egg Harbor Township, New Jersey",-74.35726460000001,39.6108492
1101,New Jersey,Cities,Little Falls Township,2,2,0,0,0,0,0,2,1,1,0,0,14306,"Little Falls Township, New Jersey","Little Falls Township, New Jersey",-74.20822860000001,40.8690101
1102,New Jersey,Cities,Livingston Township,2,1,1,0,0,0,0,2,1,1,0,0,29820,"Livingston Township, New Jersey","Livingston Township, New Jersey",-74.3300842,40.7862871
1103,New Jersey,Cities,Lodi,2,0,0,2,0,0,0,2,0,1,1,0,24720,"Lodi, New Jersey","Lodi, New Jersey",-74.08319709999999,40.8823215
1104,New Jersey,Cities,Long Branch,1,1,0,0,0,0,0,1,0,1,0,0,30750,"Long Branch, New Jersey","Long Branch, New Jersey",-73.9923596,40.30427780000001
1105,New Jersey,Cities,Lower Township,1,1,0,0,0,0,0,1,0,0,1,0,21617,"Lower Township, New Jersey","Lower Township, New Jersey",-74.9003335,38.9745287
1106,New Jersey,Cities,Madison,13,12,1,0,0,0,0,13,1,0,1,11,15832,"Madison, New Jersey","Madison, New Jersey",-74.417097,40.7598227
1107,New Jersey,Cities,Mahwah Township,1,1,0,0,0,0,0,1,0,0,0,1,26501,"Mahwah Township, New Jersey","Mahwah Township, New Jersey",-74.1435843,41.0886216
1108,New Jersey,Cities,Manalapan Township,10,4,5,1,0,0,0,10,3,3,2,2,40150,"Manalapan Township, New Jersey","Manalapan Township, New Jersey",-74.348582,40.2859203
1109,New Jersey,Cities,"Mansfield Township, Burlington County",3,3,0,0,0,0,0,3,0,1,0,2,8577,"Mansfield Township, Burlington County, New Jersey","Mansfield Township, Burlington County, New Jersey",-74.7183641,40.0799767
1110,New Jersey,Cities,Maple Shade Township,3,3,0,0,0,0,0,3,3,0,0,0,18772,"Maple Shade Township, New Jersey","Maple Shade Township, New Jersey",-74.9923915,39.9526127
1111,New Jersey,Cities,Maplewood Township,1,1,0,0,0,0,0,1,0,1,0,0,24635,"Maplewood Township, New Jersey","Maplewood Township, New Jersey",-74.271992,40.7299793
1112,New Jersey,Cities,Marlboro Township,6,3,3,0,0,0,0,6,0,0,4,2,40338,"Marlboro Township, New Jersey","Marlboro Township, New Jersey",-74.26872910000002,40.3380949
1113,New Jersey,Cities,Medford Township,7,4,3,0,0,0,0,7,2,1,1,3,23558,"Medford Township, New Jersey","Medford Township, New Jersey",-74.8390162,39.86618259999999
1114,New Jersey,Cities,Mendham,1,0,1,0,0,0,0,1,1,0,0,0,4905,"Mendham, New Jersey","Mendham, New Jersey",-74.6007142,40.7759334
1115,New Jersey,Cities,Merchantville,1,1,0,0,0,0,0,1,1,0,0,0,3712,"Merchantville, New Jersey","Merchantville, New Jersey",-75.0479726,39.9503838
1116,New Jersey,Cities,Metuchen,1,0,1,0,0,0,0,1,0,1,0,0,14262,"Metuchen, New Jersey","Metuchen, New Jersey",-74.3632049,40.5431598
1117,New Jersey,Cities,Middle Township,1,0,0,1,0,0,0,1,1,0,0,0,18358,"Middle Township, New Jersey","Middle Township, New Jersey",-74.8451915,39.1201616
1118,New Jersey,Cities,Middletown Township,4,1,2,1,0,0,0,4,0,3,0,1,65469,"Middletown Township, New Jersey","Middletown Township, New Jersey",-74.09159819999999,40.3968012
1119,New Jersey,Cities,Millburn Township,2,0,2,0,0,0,0,2,0,0,0,2,20250,"Millburn Township, New Jersey","Millburn Township, New Jersey",-74.3206696,40.7340454
1120,New Jersey,Cities,Millville,2,1,0,1,0,0,0,2,0,1,1,0,27837,"Millville, New Jersey","Millville, New Jersey",-75.0393438,39.4020596
1121,New Jersey,Cities,Monmouth Beach,1,0,1,0,0,0,0,1,0,1,0,0,3231,"Monmouth Beach, New Jersey","Monmouth Beach, New Jersey",-73.98152619999999,40.3303883
1122,New Jersey,Cities,"Monroe Township, Gloucester County",4,1,1,0,0,0,2,4,2,1,0,1,36498,"Monroe Township, Gloucester County, New Jersey","Monroe Township, Gloucester County, New Jersey",-74.9910112,39.6747922
1123,New Jersey,Cities,"Monroe Township, Middlesex County",4,1,3,0,0,0,0,4,0,1,2,1,45597,"Monroe Township, Middlesex County, New Jersey","Monroe Township, Middlesex County, New Jersey",-74.43304739999999,40.336419
1124,New Jersey,Cities,Montclair,3,2,1,0,0,0,0,3,1,0,1,1,38893,"Montclair, New Jersey","Montclair, New Jersey",-74.2090053,40.8259007
1125,New Jersey,Cities,Montgomery Township,2,2,0,0,0,0,0,2,0,0,1,1,23515,"Montgomery Township, New Jersey","Montgomery Township, New Jersey",-74.66346399999999,40.4329141
1126,New Jersey,Cities,Montville Township,1,0,1,0,0,0,0,1,1,0,0,0,21396,"Montville Township, New Jersey","Montville Township, New Jersey",-74.383763,40.9148209
1127,New Jersey,Cities,Moorestown Township,7,6,1,0,0,0,0,7,2,1,3,1,20510,"Moorestown Township, New Jersey","Moorestown Township, New Jersey",-74.948886,39.9688817
1128,New Jersey,Cities,Morris Township,1,0,1,0,0,0,0,1,1,0,0,0,22183,"Morris Township, New Jersey","Morris Township, New Jersey",-74.505312,40.7933833
1129,New Jersey,Cities,Mountainside,1,0,1,0,0,0,0,1,0,1,0,0,6925,"Mountainside, New Jersey","Mountainside, New Jersey",-74.3573722,40.6723242
1130,New Jersey,Cities,Mount Holly Township,1,1,0,0,0,0,0,1,0,1,0,0,9658,"Mount Holly Township, New Jersey","Mount Holly Township, New Jersey",-74.78793929999999,39.9931438
1131,New Jersey,Cities,Mount Laurel Township,2,1,1,0,0,0,0,2,0,0,1,1,41629,"Mount Laurel Township, New Jersey","Mount Laurel Township, New Jersey",-74.89099879999999,39.934002
1132,New Jersey,Cities,Neptune Township,19,8,8,2,0,0,1,19,0,0,2,17,27825,"Neptune Township, New Jersey","Neptune Township, New Jersey",-74.0386271,40.2091219
1133,New Jersey,Cities,New Brunswick,1,0,0,1,0,0,0,1,0,0,0,1,56577,"New Brunswick, New Jersey","New Brunswick, New Jersey",-74.4518188,40.4862157
1134,New Jersey,Cities,New Milford,2,1,1,0,0,0,0,2,0,0,0,2,16701,"New Milford, New Jersey","New Milford, New Jersey",-74.0190281,40.9350986
1135,New Jersey,Cities,New Providence,4,2,1,0,1,0,0,4,1,1,0,2,13283,"New Providence, New Jersey","New Providence, New Jersey",-74.4015405,40.6984348
1136,New Jersey,Cities,Newton,2,1,0,1,0,0,0,2,1,1,0,0,7824,"Newton, New Jersey","Newton, New Jersey",-74.7526651,41.0581527
1137,New Jersey,Cities,North Arlington,1,0,1,0,0,0,0,1,0,0,0,1,15868,"North Arlington, New Jersey","North Arlington, New Jersey",-74.1331988,40.788434
1138,New Jersey,Cities,North Bergen Township3,4,1,3,0,0,0,0,3,0,0,1,2,63166,"North Bergen Township3, New Jersey","North Bergen Township3, New Jersey",-74.012084,40.8042674
1139,New Jersey,Cities,Northfield,1,1,0,0,0,0,0,1,1,0,0,0,8324,"Northfield, New Jersey","Northfield, New Jersey",-74.5501546,39.3703942
1140,New Jersey,Cities,North Haledon,2,1,0,1,0,0,0,2,1,1,0,0,8469,"North Haledon, New Jersey","North Haledon, New Jersey",-74.1859781,40.9550981
1141,New Jersey,Cities,"Ocean Township, Monmouth County",5,2,2,1,0,0,0,5,1,2,0,2,26947,"Ocean Township, Monmouth County, New Jersey","Ocean Township, Monmouth County, New Jersey",-74.029843,40.2479729
1142,New Jersey,Cities,Old Bridge Township,4,3,1,0,0,0,0,4,2,1,0,1,66321,"Old Bridge Township, New Jersey","Old Bridge Township, New Jersey",-74.307282,40.4128551
1143,New Jersey,Cities,Oradell,1,0,1,0,0,0,0,1,0,1,0,0,8243,"Oradell, New Jersey","Oradell, New Jersey",-74.0368064,40.9587093
1144,New Jersey,Cities,Paramus,2,1,1,0,0,0,0,2,0,0,0,2,26744,"Paramus, New Jersey","Paramus, New Jersey",-74.0754189,40.9445428
1145,New Jersey,Cities,Parsippany-Troy Hills Township,1,1,0,0,0,0,0,1,1,0,0,0,52447,"Parsippany-Troy Hills Township, New Jersey","Parsippany-Troy Hills Township, New Jersey",-74.41738769999999,40.8652865
1146,New Jersey,Cities,Paulsboro,1,1,0,0,0,0,0,1,0,0,0,1,5812,"Paulsboro, New Jersey","Paulsboro, New Jersey",-75.2404607,39.830391
1147,New Jersey,Cities,Pemberton Township,1,1,0,0,0,0,0,1,1,0,0,0,27212,"Pemberton Township, New Jersey","Pemberton Township, New Jersey",-74.58410889999999,39.9600831
1148,New Jersey,Cities,Pennsauken Township,1,1,0,0,0,0,0,1,1,0,0,0,35420,"Pennsauken Township, New Jersey","Pennsauken Township, New Jersey",-75.058009,39.9562052
1149,New Jersey,Cities,Piscataway Township,3,0,3,0,0,0,0,3,2,1,0,0,57342,"Piscataway Township, New Jersey","Piscataway Township, New Jersey",-74.4642861,40.554887
1150,New Jersey,Cities,Pitman,3,3,0,0,0,0,0,3,0,0,0,3,8696,"Pitman, New Jersey","Pitman, New Jersey",-75.1315651,39.732892
1151,New Jersey,Cities,Pleasantville,1,0,1,0,0,0,0,1,0,0,0,1,20799,"Pleasantville, New Jersey","Pleasantville, New Jersey",-74.5240422,39.3898388
1152,New Jersey,Cities,Point Pleasant Beach,1,1,0,0,0,0,0,1,0,0,1,0,4472,"Point Pleasant Beach, New Jersey","Point Pleasant Beach, New Jersey",-74.0479146,40.0912268
1153,New Jersey,Cities,Pompton Lakes,5,1,3,1,0,0,0,5,1,1,2,1,11062,"Pompton Lakes, New Jersey","Pompton Lakes, New Jersey",-74.2907041,41.0053753
1154,New Jersey,Cities,Princeton,1,0,0,1,0,0,0,1,1,0,0,0,31856,"Princeton, New Jersey","Princeton, New Jersey",-74.6672226,40.3572976
1155,New Jersey,Cities,Rahway,2,2,0,0,0,0,0,2,0,0,0,2,30113,"Rahway, New Jersey","Rahway, New Jersey",-74.2776468,40.60815909999999
1156,New Jersey,Cities,Randolph Township,4,2,2,0,0,0,0,4,1,3,0,0,25552,"Randolph Township, New Jersey","Randolph Township, New Jersey",-74.5747248,40.8478065
1157,New Jersey,Cities,Raritan Township,1,1,0,0,0,0,0,1,0,1,0,0,22092,"Raritan Township, New Jersey","Raritan Township, New Jersey",-74.89749250000001,40.5041636
1158,New Jersey,Cities,Ridgefield Park,1,1,0,0,0,0,0,1,0,0,0,1,13028,"Ridgefield Park, New Jersey","Ridgefield Park, New Jersey",-74.0215285,40.8570442
1159,New Jersey,Cities,Ridgewood,5,1,4,0,0,0,0,5,1,1,0,3,25429,"Ridgewood, New Jersey","Ridgewood, New Jersey",-74.11653129999999,40.9792645
1160,New Jersey,Cities,Riverside Township,1,1,0,0,0,0,0,1,0,0,0,1,7875,"Riverside Township, New Jersey","Riverside Township, New Jersey",-74.9573908,40.0323338
1161,New Jersey,Cities,River Vale Township,1,0,1,0,0,0,0,1,0,0,0,1,10157,"River Vale Township, New Jersey","River Vale Township, New Jersey",-74.01197359999999,41.0147679
1162,New Jersey,Cities,Rockaway Township,14,9,3,2,0,0,0,14,9,2,1,2,25328,"Rockaway Township, New Jersey","Rockaway Township, New Jersey",-74.4872422,40.9300943
1163,New Jersey,Cities,Roselle,2,2,0,0,0,0,0,2,0,1,1,0,21787,"Roselle, New Jersey","Roselle, New Jersey",-74.2592769,40.6527292
1164,New Jersey,Cities,Scotch Plains Township,1,0,1,0,0,0,0,1,0,0,0,1,24423,"Scotch Plains Township, New Jersey","Scotch Plains Township, New Jersey",-74.369018,40.6400404
1165,New Jersey,Cities,Sea Girt,1,1,0,0,0,0,0,1,0,1,0,0,1766,"Sea Girt, New Jersey","Sea Girt, New Jersey",-74.0345813,40.1320592
1166,New Jersey,Cities,Secaucus,1,1,0,0,0,0,0,1,0,0,0,1,20482,"Secaucus, New Jersey","Secaucus, New Jersey",-74.05652979999999,40.7895453
1167,New Jersey,Cities,Shrewsbury,1,1,0,0,0,0,0,1,0,0,0,1,4170,"Shrewsbury, New Jersey","Shrewsbury, New Jersey",-74.0615285,40.3295547
1168,New Jersey,Cities,South Brunswick Township3,8,4,4,0,0,0,0,7,2,3,1,1,46340,"South Brunswick Township3, New Jersey","South Brunswick Township3, New Jersey",-74.5316938,40.3806901
1169,New Jersey,Cities,South Orange Village,3,2,1,0,0,0,0,3,0,1,2,0,16880,"South Orange Village, New Jersey","South Orange Village, New Jersey",-74.2609903,40.7489277
1170,New Jersey,Cities,South Plainfield,1,1,0,0,0,0,0,1,1,0,0,0,24238,"South Plainfield, New Jersey","South Plainfield, New Jersey",-74.4115401,40.5792701
1171,New Jersey,Cities,Sparta Township,2,2,0,0,0,0,0,2,1,0,0,1,18694,"Sparta Township, New Jersey","Sparta Township, New Jersey",-74.6367057,41.0360977
1172,New Jersey,Cities,Spotswood,2,1,0,1,0,0,0,2,1,1,0,0,8364,"Spotswood, New Jersey","Spotswood, New Jersey",-74.3984834,40.391774
1173,New Jersey,Cities,Stanhope,1,0,1,0,0,0,0,1,0,0,0,1,3306,"Stanhope, New Jersey","Stanhope, New Jersey",-74.7090517,40.9028765
1174,New Jersey,Cities,Summit,5,1,4,0,0,0,0,5,1,0,0,4,22125,"Summit, New Jersey","Summit, New Jersey",-74.3646122,40.7146376
1175,New Jersey,Cities,Teaneck Township,3,0,1,0,0,0,2,3,0,1,1,1,40939,"Teaneck Township, New Jersey","Teaneck Township, New Jersey",-74.0116536,40.8932469
1176,New Jersey,Cities,Tenafly,1,0,1,0,0,0,0,1,0,1,0,0,14742,"Tenafly, New Jersey","Tenafly, New Jersey",-73.9629154,40.9253766
1177,New Jersey,Cities,Tinton Falls,3,2,0,0,0,1,0,3,1,0,2,0,17754,"Tinton Falls, New Jersey","Tinton Falls, New Jersey",-74.1004185,40.3042773
1178,New Jersey,Cities,Toms River Township,6,1,5,0,0,0,0,6,0,3,1,2,92191,"Toms River Township, New Jersey","Toms River Township, New Jersey",-74.1979458,39.9537358
1179,New Jersey,Cities,Totowa,1,1,0,0,0,0,0,1,1,0,0,0,10666,"Totowa, New Jersey","Totowa, New Jersey",-74.20986789999999,40.9050988
1180,New Jersey,Cities,Tuckerton,1,1,0,0,0,0,0,1,0,1,0,0,3336,"Tuckerton, New Jersey","Tuckerton, New Jersey",-74.34014499999999,39.603174
1181,New Jersey,Cities,Union City,2,1,1,0,0,0,0,2,0,1,1,0,69950,"Union City, New Jersey","Union City, New Jersey",-74.02375119999999,40.7795455
1182,New Jersey,Cities,Verona,1,0,1,0,0,0,0,1,1,0,0,0,13437,"Verona, New Jersey","Verona, New Jersey",-74.24016089999999,40.82980060000001
1183,New Jersey,Cities,Vineland,2,2,0,0,0,0,0,2,0,0,2,0,60330,"Vineland, New Jersey","Vineland, New Jersey",-75.02596369999999,39.4863773
1184,New Jersey,Cities,Voorhees Township3,3,2,1,0,0,0,0,2,1,0,0,1,29071,"Voorhees Township3, New Jersey","Voorhees Township3, New Jersey",-74.961517,39.8519447
1185,New Jersey,Cities,"Washington Township, Gloucester County",1,0,1,0,0,0,0,1,0,0,1,0,47024,"Washington Township, Gloucester County, New Jersey","Washington Township, Gloucester County, New Jersey",-75.07279559999999,39.7561387
1186,New Jersey,Cities,"Washington Township, Morris County",1,0,1,0,0,0,0,1,0,0,0,1,18484,"Washington Township, Morris County, New Jersey","Washington Township, Morris County, New Jersey",-74.8039205,40.7695876
1187,New Jersey,Cities,"Washington Township, Warren County",1,1,0,0,0,0,0,1,0,0,1,0,6434,"Washington Township, Warren County, New Jersey","Washington Township, Warren County, New Jersey",-74.988468,40.7699173
1188,New Jersey,Cities,Wayne Township,4,2,2,0,0,0,0,4,0,0,1,3,54340,"Wayne Township, New Jersey","Wayne Township, New Jersey",-74.2765441,40.92537249999999
1189,New Jersey,Cities,Weehawken Township,1,1,0,0,0,0,0,1,1,0,0,0,15567,"Weehawken Township, New Jersey","Weehawken Township, New Jersey",-74.02537149999999,40.7663711
1190,New Jersey,Cities,Westampton Township,1,1,0,0,0,0,0,1,0,0,1,0,8752,"Westampton Township, New Jersey","Westampton Township, New Jersey",-74.7922202,40.0205975
1191,New Jersey,Cities,Westfield3,8,4,4,0,0,0,0,5,0,0,0,5,30011,"Westfield3, New Jersey","Westfield3, New Jersey",-74.3473717,40.6589912
1192,New Jersey,Cities,West New York,2,1,0,1,0,0,0,2,1,1,0,0,54095,"West New York, New Jersey","West New York, New Jersey",-74.0143064,40.7878788
1193,New Jersey,Cities,West Orange,4,3,1,0,0,0,0,4,1,2,0,1,48071,"West Orange, New Jersey","West Orange, New Jersey",-74.23908279999999,40.7985699
1194,New Jersey,Cities,West Windsor Township,3,3,0,0,0,0,0,3,0,2,1,0,28277,"West Windsor Township, New Jersey","West Windsor Township, New Jersey",-74.618634,40.2983262
1195,New Jersey,Cities,Willingboro Township,1,0,0,1,0,0,0,1,0,1,0,0,32124,"Willingboro Township, New Jersey","Willingboro Township, New Jersey",-74.89164579999999,40.028848000000004
1196,New Jersey,Cities,Winslow Township,1,1,0,0,0,0,0,1,1,0,0,0,38382,"Winslow Township, New Jersey","Winslow Township, New Jersey",-74.8623203,39.6573556
1197,New Jersey,Cities,Woodbridge Township,2,1,0,1,0,0,0,2,0,1,0,1,100884,"Woodbridge Township, New Jersey","Woodbridge Township, New Jersey",-74.2846022,40.5575986
1198,New Jersey,Cities,Woodbury,16,12,0,3,1,0,0,16,3,4,4,5,9746,"Woodbury, New Jersey","Woodbury, New Jersey",-75.1526774,39.83816909999999
1199,New Jersey,Universities and Colleges,Monmouth University,2,1,0,1,0,0,0,2,0,0,0,2,7049,"Monmouth University, New Jersey","Monmouth University, New Jersey",-74.0054114,40.2802758
1200,New Jersey,Universities and Colleges,Montclair State University,9,6,3,0,0,0,0,9,3,1,0,5,23989,"Montclair State University, New Jersey","Montclair State University, New Jersey",-74.1976522,40.8625464
1201,New Jersey,Universities and Colleges,Princeton University,4,4,0,0,0,0,0,4,0,1,1,2,8483,"Princeton University, New Jersey","Princeton University, New Jersey",-74.65507389999999,40.3430942
1202,New Jersey,Universities and Colleges,Rutgers University: Newark,1,1,0,0,0,0,0,1,0,0,1,0,15098,"Rutgers University: Newark, New Jersey","Rutgers University, Newark, New Jersey",-74.17418909999999,40.7416983
1203,New Jersey,Universities and Colleges,Rutgers University: New Brunswick,30,12,12,6,0,0,0,29,7,7,9,6,56027,"Rutgers University: New Brunswick, New Jersey","Rutgers University, New Brunswick, New Jersey",-74.44739910000001,40.5008186
1204,New Jersey,Universities and Colleges,The College of New Jersey,5,5,0,0,0,0,0,5,1,0,0,4,8792,"The College of New Jersey, New Jersey","The College of New Jersey, New Jersey",-74.777789,40.2683273
1205,New Jersey,State Police Agencies,"State Police, Atlantic County",1,1,0,0,0,0,0,1,0,1,0,0,NA,"State Police, Atlantic County, New Jersey","State Police, Atlantic County, New Jersey",-74.4242749,39.3787245
1206,New Jersey,Other Agencies,New Jersey Transit Police,1,1,0,0,0,0,0,1,1,0,0,0,NA,"New Jersey Transit Police, New Jersey","New Jersey Transit Police, New Jersey",-74.1622168,40.7347049
1207,New Mexico,Cities,Albuquerque,26,19,3,3,0,0,1,26,8,8,9,1,560235,"Albuquerque, New Mexico","Albuquerque, New Mexico",-106.650422,35.0843859
1208,New Mexico,Cities,Belen,1,1,0,0,0,0,0,1,1,0,0,0,7061,"Belen, New Mexico","Belen, New Mexico",-106.7761546,34.6627652
1209,New Mexico,Metropolitan Counties,Bernalillo,1,1,0,0,0,0,0,1,NA,1,NA,NA,NA,"Bernalillo, New Mexico","Bernalillo, New Mexico",-106.5511369,35.30004
1210,New York,Cities,Albany,12,5,4,3,0,0,0,12,2,3,6,1,98322,"Albany, New York","Albany, New York",-73.7562317,42.6525793
1211,New York,Cities,Amherst Town,5,5,0,0,0,0,0,5,1,1,3,0,121343,"Amherst Town, New York","Amherst Town, New York",-78.792272,42.979006700000014
1212,New York,Cities,Binghamton,2,1,1,0,0,0,0,2,1,0,0,1,44876,"Binghamton, New York","Binghamton, New York",-75.91797380000001,42.09868669999999
1213,New York,Cities,Buffalo,6,5,0,0,0,0,1,6,0,1,3,2,258219,"Buffalo, New York","Buffalo, New York",-78.8783689,42.88644679999999
1214,New York,Cities,Colonie Town,2,1,0,1,0,0,0,2,1,0,1,0,79842,"Colonie Town, New York","Colonie Town, New York",-73.792739,42.736626
1215,New York,Cities,DeWitt Town,1,0,0,1,0,0,0,1,0,1,0,0,25268,"DeWitt Town, New York","DeWitt Town, New York",-76.067849,43.0426633
1216,New York,Cities,Endicott Village,2,1,0,1,0,0,0,2,0,0,1,1,12754,"Endicott Village, New York","Endicott Village, New York",-76.04936839999999,42.098408
1217,New York,Cities,Hamburg Town,1,1,0,0,0,0,0,1,0,0,0,1,46490,"Hamburg Town, New York","Hamburg Town, New York",-78.8294768,42.7158927
1218,New York,Cities,Hastings-on-Hudson Village,6,0,6,0,0,0,0,6,2,0,0,4,8030,"Hastings-on-Hudson Village, New York","Hastings-on-Hudson Village, New York",-73.8787461,40.994542
1219,New York,Cities,Hempstead Village,1,1,0,0,0,0,0,1,0,0,0,1,56059,"Hempstead Village, New York","Hempstead Village, New York",-73.63007309999999,40.6451267
1220,New York,Cities,Hoosick Falls Village,1,0,1,0,0,0,0,1,0,0,1,0,3386,"Hoosick Falls Village, New York","Hoosick Falls Village, New York",-73.3515001,42.9011892
1221,New York,Cities,Kingston,1,0,1,0,0,0,0,1,1,0,0,0,23077,"Kingston, New York","Kingston, New York",-73.9973608,41.9270367
1222,New York,Cities,Larchmont Village,1,0,1,0,0,0,0,1,1,0,0,0,6200,"Larchmont Village, New York","Larchmont Village, New York",-73.75179829999999,40.9278769
1223,New York,Cities,Monroe Village,1,1,0,0,0,0,0,1,1,0,0,0,8665,"Monroe Village, New York","Monroe Village, New York",-74.1868135,41.3306493
1224,New York,Cities,Mount Vernon,4,3,1,0,0,0,0,4,2,1,1,0,68889,"Mount Vernon, New York","Mount Vernon, New York",-73.8370786,40.9125992
1225,New York,Cities,Newburgh,1,0,0,1,0,0,0,1,0,1,0,0,28282,"Newburgh, New York","Newburgh, New York",-74.0104178,41.5034271
1226,New York,Cities,New York,351,84,216,41,0,0,10,351,62,80,89,120,8523171,"New York, New York","New York, New York",-74.0059728,40.7127753
1227,New York,Cities,Niagara Falls,1,1,0,0,0,0,0,1,1,0,0,0,48225,"Niagara Falls, New York","Niagara Falls, New York",-79.0377388,43.0962143
1228,New York,Cities,Pelham Village,1,0,1,0,0,0,0,1,0,0,0,1,7036,"Pelham Village, New York","Pelham Village, New York",-73.8079111,40.9098215
1229,New York,Cities,Ramapo Town,1,0,1,0,0,0,0,1,0,1,0,0,95068,"Ramapo Town, New York","Ramapo Town, New York",-74.16847870000001,41.1412064
1230,New York,Cities,Rochester,5,4,0,1,0,0,0,5,1,3,1,0,207701,"Rochester, New York","Rochester, New York",-77.6088465,43.15657789999999
1231,New York,Cities,Rosendale Town,1,0,0,0,0,0,1,1,1,0,0,0,5889,"Rosendale Town, New York","Rosendale Town, New York",-74.0810669,41.8443125
1232,New York,Cities,Saugerties Town,1,1,0,0,0,0,0,1,0,0,1,0,19136,"Saugerties Town, New York","Saugerties Town, New York",-73.95291259999999,42.0775906
1233,New York,Cities,Southampton Town,1,0,1,0,0,0,0,1,0,0,0,1,51231,"Southampton Town, New York","Southampton Town, New York",-72.56780119999999,40.8598637
1234,New York,Cities,Spring Valley Village,1,1,0,0,0,0,0,1,0,1,0,0,32909,"Spring Valley Village, New York","Spring Valley Village, New York",-74.0437521,41.1131514
1235,New York,Cities,Tarrytown Village,1,0,0,1,0,0,0,1,0,1,0,0,11617,"Tarrytown Village, New York","Tarrytown Village, New York",-73.85874609999999,41.0762077
1236,New York,Cities,Watervliet,1,0,0,1,0,0,0,1,0,0,1,0,10115,"Watervliet, New York","Watervliet, New York",-73.7012299,42.7300783
1237,New York,Cities,Westhampton Beach Village,1,0,1,0,0,0,0,1,0,1,0,0,1819,"Westhampton Beach Village, New York","Westhampton Beach Village, New York",-72.6458277,40.8093799
