State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,lon,lat
California,Metropolitan Counties,Shasta,2,2,0,0,0,0,0,2,1,1,0,0,NA,"Shasta, California",NA,NA
California,Metropolitan Counties,Solano,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Solano, California",-121.9017954,38.3104969
California,Metropolitan Counties,Sonoma,4,1,0,3,0,0,0,4,0,1,3,0,NA,"Sonoma, California",NA,NA
California,Metropolitan Counties,Sutter,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Sutter, California",-121.7527482,39.1598915
California,Metropolitan Counties,Ventura,2,2,0,0,0,0,0,2,0,1,1,0,NA,"Ventura, California",NA,NA
California,Metropolitan Counties,Yuba,2,1,0,1,0,0,0,2,0,0,0,2,NA,"Yuba, California",NA,NA
California,Nonmetropolitan Counties,Amador,1,0,1,0,0,0,0,1,0,0,1,0,NA,"Amador, California",NA,NA
California,Nonmetropolitan Counties,Humboldt,1,0,1,0,0,0,0,1,0,0,0,1,NA,"Humboldt, California",NA,NA
California,Nonmetropolitan Counties,Lake,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Lake, California",-122.8084496,39.08396440000001
California,Nonmetropolitan Counties,Mendocino,2,2,0,0,0,0,0,2,1,0,0,1,NA,"Mendocino, California",NA,NA
California,Nonmetropolitan Counties,Tuolumne,1,0,1,0,0,0,0,1,0,0,1,0,NA,"Tuolumne, California",NA,NA
California,Other Agencies,California State Fair,1,1,0,0,0,0,0,1,0,0,1,0,NA,"California State Fair, California",NA,NA
California,Other Agencies,"East Bay Regional Parks, Alameda County",1,0,1,0,0,0,0,1,0,0,0,1,NA,"East Bay Regional Parks, Alameda County, California",NA,NA
California,Other Agencies,Fontana Unified School District,1,0,0,1,0,0,0,1,0,0,0,1,NA,"Fontana Unified School District, California",NA,NA
California,Other Agencies,Los Angeles Transportation Services Bureau2,15,10,0,4,0,0,1,15,7,2,3,3,NA,"Los Angeles Transportation Services Bureau2, California",NA,NA
California,Other Agencies,Port of San Diego Harbor,3,2,1,0,0,0,0,3,2,0,1,0,NA,"Port of San Diego Harbor, California",-117.1772172,32.7353163
California,Other Agencies,San Francisco Bay Area Rapid Transit:  Alameda County,2,2,0,0,0,0,0,2,1,0,0,1,NA,"San Francisco Bay Area Rapid Transit:  Alameda County, California",-122.263705,37.8087498
California,Other Agencies,San Francisco Bay Area Rapid Transit:  Contra Costa County,2,2,0,0,0,0,0,2,1,0,0,1,NA,"San Francisco Bay Area Rapid Transit:  Contra Costa County, California",NA,NA
California,Other Agencies,Santa Clara Transit District,2,1,0,1,0,0,0,2,0,0,1,1,NA,"Santa Clara Transit District, California",-121.8551293,37.306233400000004
Colorado,Cities,Aspen,1,0,1,0,0,0,0,1,0,0,0,1,6926,"Aspen, Colorado",NA,NA
Colorado,Cities,Aurora,18,15,0,3,0,0,0,18,1,3,6,8,366477,"Aurora, Colorado",NA,NA
Colorado,Cities,Boulder,4,2,1,1,0,0,0,4,1,1,2,0,109189,"Boulder, Colorado",-105.2705456,40.0149856
Colorado,Cities,Breckenridge,1,0,0,1,0,0,0,1,0,0,1,0,4971,"Breckenridge, Colorado",NA,NA
Colorado,Cities,Carbondale,1,1,0,0,0,0,0,1,0,1,0,0,6728,"Carbondale, Colorado",NA,NA
Colorado,Cities,Centennial,2,2,0,0,0,0,0,2,0,0,2,0,111479,"Centennial, Colorado",-104.8771726,39.5807452
Colorado,Cities,Colorado Springs,6,1,1,4,0,0,0,6,0,2,1,3,464113,"Colorado Springs, Colorado",-104.8213634,38.8338816
Colorado,Cities,Delta,1,0,0,1,0,0,0,1,1,0,0,0,8778,"Delta, Colorado",NA,NA
Colorado,Cities,Denver,19,10,3,6,0,0,0,19,4,2,1,12,699259,"Denver, Colorado",-104.990251,39.7392358
Colorado,Cities,Dillon,1,0,1,0,0,0,0,1,0,0,0,1,972,"Dillon, Colorado",NA,NA
Colorado,Cities,Erie,1,1,0,0,0,0,0,1,0,0,1,0,22115,"Erie, Colorado",-105.0499817,40.0502623
Colorado,Cities,Florence,1,1,0,0,0,0,0,1,0,0,1,0,3861,"Florence, Colorado",-105.1185988,38.3902777
Colorado,Cities,Fort Collins,2,2,0,0,0,0,0,2,2,0,0,0,164670,"Fort Collins, Colorado",-105.084423,40.5852602
Colorado,Cities,Fort Lupton,1,1,0,0,0,0,0,1,0,1,0,0,7903,"Fort Lupton, Colorado",-104.8130275,40.0847055
Colorado,Cities,Fountain,1,0,0,1,0,0,0,1,0,0,0,1,28115,"Fountain, Colorado",-104.7008056,38.682219
Colorado,Cities,Golden,1,1,0,0,0,0,0,1,0,0,1,0,20616,"Golden, Colorado",-105.2210997,39.755543
Colorado,Cities,Grand Junction,3,3,0,0,0,0,0,3,0,0,3,0,60628,"Grand Junction, Colorado",NA,NA
Colorado,Cities,Longmont,3,3,0,0,0,0,0,3,0,0,1,2,93268,"Longmont, Colorado",-105.1019275,40.1672068
Colorado,Cities,Loveland,1,1,0,0,0,0,0,1,0,0,1,0,76936,"Loveland, Colorado",-105.0749801,40.3977612
Colorado,Cities,Nederland,1,1,0,0,0,0,0,1,0,0,1,0,1534,"Nederland, Colorado",NA,NA
Colorado,Cities,Pueblo,1,1,0,0,0,0,0,1,0,0,0,1,109927,"Pueblo, Colorado",-104.6091409,38.2544472
Colorado,Cities,Sterling,1,1,0,0,0,0,0,1,0,0,0,1,14087,"Sterling, Colorado",-103.207709,40.6255415
Colorado,Universities and Colleges,Auraria Higher Education Center,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Auraria Higher Education Center, Colorado",NA,NA
Colorado,Universities and Colleges,"University of Colorado, Boulder",6,2,3,1,0,0,0,6,2,0,2,2,33056,"University of Colorado, Boulder, Colorado",-105.2659417,40.00758099999999
Colorado,Universities and Colleges,University of Northern Colorado,1,0,0,1,0,0,0,1,0,0,1,0,12216,"University of Northern Colorado, Colorado",-104.6961077,40.4055236
Colorado,Metropolitan Counties,Adams,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Adams, Colorado",-104.1930918,39.8398269
Colorado,Metropolitan Counties,Arapahoe,5,2,1,2,0,0,0,5,0,3,1,1,NA,"Arapahoe, Colorado",NA,NA
Colorado,Metropolitan Counties,Boulder,2,1,1,0,0,0,0,2,0,0,0,2,NA,"Boulder, Colorado",-105.2705456,40.0149856
Colorado,Metropolitan Counties,Douglas,2,2,0,0,0,0,0,2,0,0,1,1,NA,"Douglas, Colorado",NA,NA
Colorado,Metropolitan Counties,El Paso,1,1,0,0,0,0,0,1,1,0,0,0,NA,"El Paso, Colorado",-104.4723301,38.9108325
Colorado,Metropolitan Counties,Larimer,13,6,6,1,0,0,0,8,0,2,1,5,NA,"Larimer, Colorado",-105.5943388,40.6955572
Colorado,Metropolitan Counties,Mesa,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Mesa, Colorado",-108.1388881,39.1662458
Colorado,Metropolitan Counties,Teller,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Teller, Colorado",NA,NA
Colorado,Nonmetropolitan Counties,Custer,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Custer, Colorado",NA,NA
Colorado,Nonmetropolitan Counties,Garfield,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Garfield, Colorado",-107.763621,39.6584775
Colorado,Nonmetropolitan Counties,San Juan,1,1,0,0,0,0,0,1,0,0,1,0,NA,"San Juan, Colorado",-107.71625,37.7573704
Colorado,Nonmetropolitan Counties,Summit,1,0,1,0,0,0,0,1,0,0,0,1,NA,"Summit, Colorado",-106.0640179,39.5911871
Connecticut,Cities,Bloomfield,2,0,1,1,0,0,0,2,1,1,0,0,20801,"Bloomfield, Connecticut",-72.73009449999999,41.826488
Connecticut,Cities,Bridgeport,6,5,1,0,0,0,0,6,0,4,2,0,148180,"Bridgeport, Connecticut",NA,NA
Connecticut,Cities,Bristol,2,0,0,2,0,0,0,2,0,0,1,1,60445,"Bristol, Connecticut",NA,NA
Connecticut,Cities,Clinton,1,1,0,0,0,0,0,1,0,0,1,0,13008,"Clinton, Connecticut",NA,NA
Connecticut,Cities,Danbury,9,3,5,1,0,0,0,9,1,1,1,6,85335,"Danbury, Connecticut",-73.4540111,41.394817
Connecticut,Cities,Darien,1,0,1,0,0,0,0,1,0,0,1,0,21995,"Darien, Connecticut",NA,NA
Connecticut,Cities,Greenwich,1,0,1,0,0,0,0,1,0,0,1,0,62970,"Greenwich, Connecticut",NA,NA
Connecticut,Cities,Groton,1,1,0,0,0,0,0,1,0,0,0,1,9189,"Groton, Connecticut",-72.0790717,41.3497456
Connecticut,Cities,Groton Town,1,1,0,0,0,0,0,1,0,0,1,0,29910,"Groton Town, Connecticut",NA,NA
Connecticut,Cities,Guilford,1,1,0,0,0,0,0,1,1,0,0,0,22343,"Guilford, Connecticut",-72.674364,41.288906
Connecticut,Cities,Hartford,6,5,0,1,0,0,0,6,2,2,1,1,123736,"Hartford, Connecticut",NA,NA
Connecticut,Cities,Ledyard,1,0,0,1,0,0,0,1,0,0,0,1,15021,"Ledyard, Connecticut",NA,NA
Connecticut,Cities,Madison,1,0,1,0,0,0,0,1,0,0,0,1,18212,"Madison, Connecticut",NA,NA
Connecticut,Cities,Manchester,7,6,0,1,0,0,0,7,1,2,1,3,57957,"Manchester, Connecticut",NA,NA
Connecticut,Cities,Middletown,2,1,1,0,0,0,0,2,0,2,0,0,46580,"Middletown, Connecticut",NA,NA
Connecticut,Cities,Naugatuck,1,1,0,0,0,0,0,1,0,1,0,0,31469,"Naugatuck, Connecticut",-73.0506972,41.485921
Connecticut,Cities,New Haven,9,4,3,2,0,0,0,9,5,1,0,3,130425,"New Haven, Connecticut",NA,NA
Connecticut,Cities,Newington,2,1,0,1,0,0,0,2,1,0,0,1,30610,"Newington, Connecticut",NA,NA
Connecticut,Cities,New London,2,0,2,0,0,0,0,2,2,0,0,0,27092,"New London, Connecticut",NA,NA
Connecticut,Cities,Norwalk,7,5,2,0,0,0,0,7,1,5,0,1,88989,"Norwalk, Connecticut",NA,NA
Connecticut,Cities,Norwich,1,1,0,0,0,0,0,1,1,0,0,0,39771,"Norwich, Connecticut",NA,NA
Connecticut,Cities,Old Saybrook,1,1,0,0,0,0,0,1,0,0,0,1,10145,"Old Saybrook, Connecticut",NA,NA
Connecticut,Cities,Ridgefield,1,0,1,0,0,0,0,1,0,0,0,1,25358,"Ridgefield, Connecticut",NA,NA
Connecticut,Cities,Rocky Hill,1,0,1,0,0,0,0,1,0,0,0,1,20085,"Rocky Hill, Connecticut",-72.66557569999999,41.6572525
Connecticut,Cities,Shelton,1,0,1,0,0,0,0,1,0,0,0,1,41638,"Shelton, Connecticut",-73.0931641,41.3164856
Connecticut,Cities,Southington,1,1,0,0,0,0,0,1,0,1,0,0,43948,"Southington, Connecticut",-72.8776013,41.5964869
Connecticut,Cities,Stamford,8,5,1,2,0,0,0,8,4,2,1,1,130116,"Stamford, Connecticut",-73.5387341,41.0534302
Connecticut,Cities,Stratford,1,1,0,0,0,0,0,1,0,1,0,0,52841,"Stratford, Connecticut",-73.1331651,41.18454149999999
Connecticut,Cities,Torrington,3,1,2,0,0,0,0,3,0,1,1,1,34626,"Torrington, Connecticut",-73.1211715,41.8003049
Connecticut,Cities,Trumbull,1,1,0,0,0,0,0,1,1,0,0,0,36741,"Trumbull, Connecticut",-73.2006639,41.2428563
Connecticut,Cities,Vernon,1,1,0,0,0,0,0,1,0,0,0,1,28915,"Vernon, Connecticut",NA,NA
Connecticut,Cities,Wallingford,1,1,0,0,0,0,0,1,0,0,1,0,44840,"Wallingford, Connecticut",-72.8230736,41.4570108
Connecticut,Cities,Waterbury,6,6,0,0,0,0,0,6,2,3,0,1,108491,"Waterbury, Connecticut",-73.0514965,41.5581525
Connecticut,Cities,Waterford,1,0,1,0,0,0,0,1,0,0,1,0,19236,"Waterford, Connecticut",NA,NA
Connecticut,Cities,West Hartford,2,1,1,0,0,0,0,2,0,0,0,2,62979,"West Hartford, Connecticut",-72.7420151,41.7620842
Connecticut,Cities,Westport,2,2,0,0,0,0,0,2,0,2,0,0,28198,"Westport, Connecticut",-73.3579049,41.1414717
Connecticut,Cities,Wethersfield,1,1,0,0,0,0,0,1,1,0,0,0,26306,"Wethersfield, Connecticut",-72.6596244,41.7063537
Connecticut,Cities,Willimantic,1,1,0,0,0,0,0,1,0,0,1,0,17766,"Willimantic, Connecticut",-72.2081338,41.7106543
Connecticut,Cities,Woodbridge,1,0,1,0,0,0,0,1,0,0,1,0,8864,"Woodbridge, Connecticut",NA,NA
Connecticut,Universities and Colleges,Southern Connecticut State University,2,0,1,1,0,0,0,2,1,0,1,0,10473,"Southern Connecticut State University, Connecticut",-72.947462,41.332566
Connecticut,State Police Agencies,Connecticut State Police,5,2,2,1,0,0,0,5,0,1,3,1,NA,"Connecticut State Police, Connecticut",-73.2175245,41.7363092
Connecticut,Tribal Agencies,Mashantucket Pequot Tribal,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Mashantucket Pequot Tribal, Connecticut",-71.97866259999999,41.4615182
Delaware,Cities,Camden,1,1,0,0,0,0,0,1,0,0,0,1,3512,"Camden, Delaware",-75.5418687,39.1134458
Delaware,Cities,Newark,1,1,0,0,0,0,0,1,0,0,0,1,34297,"Newark, Delaware",-75.74965720000002,39.6837226
Delaware,Cities,Rehoboth Beach,1,1,0,0,0,0,0,1,1,0,0,0,1485,"Rehoboth Beach, Delaware",NA,NA
Delaware,Cities,Smyrna,1,0,1,0,0,0,0,1,0,1,0,0,11573,"Smyrna, Delaware",-75.6046494,39.2998339
Delaware,Metropolitan Counties,New Castle County Police Department,4,3,1,0,0,0,0,4,1,0,2,1,NA,"New Castle County Police Department, Delaware",-75.5669746,39.7095194
Delaware,State Police Agencies,State Police: Kent County,1,1,0,0,0,0,0,1,0,0,1,0,NA,"State Police: Kent County, Delaware",-75.4977147,39.0913347
Delaware,State Police Agencies,State Police: New Castle County,4,2,1,1,0,0,0,4,1,2,0,1,NA,"State Police: New Castle County, Delaware",-75.7283427,39.6058318
Delaware,Other Agencies,Park Rangers,2,2,0,0,0,0,0,2,0,0,0,2,NA,"Park Rangers, Delaware",-75.57296230000001,39.8059928
District of Columbia,Cities,Washington,104,26,18,40,1,0,19,104,20,35,25,24,681170,"Washington, District of Columbia",NA,NA
District of Columbia,Other Agencies,Metro Transit Police,11,7,0,2,1,0,1,11,0,4,3,4,NA,"Metro Transit Police, District of Columbia",-77.0194691,38.89784580000001
Florida,Cities,Arcadia,1,1,0,0,0,0,0,1,NA,NA,1,NA,7893,"Arcadia, Florida",NA,NA
Florida,Cities,Cape Coral,1,1,0,0,0,0,0,1,NA,NA,NA,1,179631,"Cape Coral, Florida",NA,NA
Florida,Cities,Casselberry,1,0,1,0,0,0,0,1,NA,NA,1,NA,27220,"Casselberry, Florida",NA,NA
Florida,Cities,Cocoa,1,0,0,1,0,0,0,1,1,NA,NA,NA,17825,"Cocoa, Florida",-80.7419984,28.3861159
Florida,Cities,Coral Gables,1,1,0,0,0,0,0,1,1,NA,NA,NA,51980,"Coral Gables, Florida",-80.2683838,25.72149
Florida,Cities,Davie,5,3,1,1,0,0,0,5,2,3,NA,NA,102692,"Davie, Florida",NA,NA
Florida,Cities,Fort Myers,3,2,0,1,0,0,0,3,1,NA,1,1,76579,"Fort Myers, Florida",-81.8723084,26.640628
Florida,Cities,Gainesville,4,4,0,0,0,0,0,4,1,NA,NA,3,131242,"Gainesville, Florida",NA,NA
Florida,Cities,Homestead,2,1,0,1,0,0,0,2,2,NA,NA,NA,67700,"Homestead, Florida",NA,NA
Florida,Cities,Largo,2,1,0,1,0,0,0,2,NA,1,NA,1,81402,"Largo, Florida",NA,NA
Florida,Cities,Miami Beach,17,0,4,12,1,0,0,17,6,4,4,3,93165,"Miami Beach, Florida",NA,NA
Florida,Cities,New Port Richey,2,2,0,0,0,0,0,2,NA,2,NA,NA,16038,"New Port Richey, Florida",NA,NA
Florida,Cities,North Miami,1,0,0,1,0,0,0,1,NA,1,NA,NA,62974,"North Miami, Florida",NA,NA
Florida,Cities,North Miami Beach,2,0,2,0,0,0,0,2,NA,2,NA,NA,44442,"North Miami Beach, Florida",NA,NA
Florida,Cities,Oakland Park,1,0,0,1,0,0,0,1,NA,1,NA,NA,44903,"Oakland Park, Florida",NA,NA
Florida,Cities,Orlando,5,3,1,1,0,0,0,5,NA,2,1,2,277719,"Orlando, Florida",-81.3792365,28.5383355
Florida,Cities,Palm Bay,4,3,1,0,0,0,0,4,NA,2,1,1,108823,"Palm Bay, Florida",NA,NA
Florida,Cities,Pinellas Park,1,1,0,0,0,0,0,1,NA,NA,1,NA,52113,"Pinellas Park, Florida",-82.6995443,27.8428025
Florida,Cities,Southwest Ranches,2,1,1,0,0,0,0,2,1,NA,1,NA,7953,"Southwest Ranches, Florida",NA,NA
Florida,Cities,Sunrise,1,0,1,0,0,0,0,1,NA,1,NA,NA,94400,"Sunrise, Florida",NA,NA
Florida,Cities,Tamarac,1,0,0,1,0,0,0,1,1,NA,NA,NA,65516,"Tamarac, Florida",NA,NA
Florida,Cities,Tampa,3,2,0,1,0,0,0,3,NA,NA,2,1,375904,"Tampa, Florida",NA,NA
Florida,Cities,Temple Terrace,1,0,0,1,0,0,0,1,NA,NA,NA,1,25972,"Temple Terrace, Florida",NA,NA
Florida,Cities,Titusville,1,0,1,0,0,0,0,1,1,NA,NA,NA,45723,"Titusville, Florida",-80.8075537,28.6122187
Florida,Cities,West Palm Beach,1,0,1,0,0,0,0,1,NA,NA,1,NA,108074,"West Palm Beach, Florida",NA,NA
Florida,Cities,West Park,1,1,0,0,0,0,0,1,1,NA,NA,NA,15285,"West Park, Florida",-80.19893619999999,25.984536
Florida,Universities and Colleges,University of Florida,1,1,0,0,0,0,0,1,NA,NA,1,NA,50645,"University of Florida, Florida",-82.3549302,29.6436325
Florida,Metropolitan Counties,Brevard,3,1,0,2,0,0,0,3,NA,1,1,1,NA,"Brevard, Florida",NA,NA
Florida,Metropolitan Counties,Charlotte,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,"Charlotte, Florida",NA,NA
Florida,Metropolitan Counties,Clay,2,2,0,0,0,0,0,2,1,NA,NA,1,NA,"Clay, Florida",NA,NA
Florida,Metropolitan Counties,Escambia,2,2,0,0,0,0,0,2,1,1,NA,NA,NA,"Escambia, Florida",-87.3413599,30.6389408
Florida,Metropolitan Counties,Hillsborough,1,1,0,0,0,0,0,1,NA,NA,1,NA,NA,"Hillsborough, Florida",-82.3017728,27.9903597
Florida,Metropolitan Counties,Lake,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,"Lake, Florida",-81.77870209999999,28.702847
Florida,Metropolitan Counties,Lee,2,1,0,1,0,0,0,2,2,NA,NA,NA,NA,"Lee, Florida",-83.30042159999999,30.4196584
Florida,Metropolitan Counties,Miami-Dade,1,0,1,0,0,0,0,1,NA,1,NA,NA,NA,"Miami-Dade, Florida",-80.6326916,25.5516034
Florida,Metropolitan Counties,Orange,3,0,1,1,0,0,1,3,2,NA,NA,1,NA,"Orange, Florida",-81.2518833,28.4844995
Florida,Metropolitan Counties,Osceola,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,"Osceola, Florida",-81.0754657,28.1019838
Florida,Metropolitan Counties,Palm Beach,1,0,1,0,0,0,0,1,NA,NA,NA,1,NA,"Palm Beach, Florida",NA,NA
Florida,Metropolitan Counties,Pasco,1,0,0,1,0,0,0,1,NA,NA,NA,1,NA,"Pasco, Florida",-82.4319405,28.3232418
Florida,Metropolitan Counties,Pinellas,2,1,0,1,0,0,0,2,NA,2,NA,NA,NA,"Pinellas, Florida",-82.7778579,27.876394
Florida,Metropolitan Counties,Seminole,1,0,1,0,0,0,0,1,NA,1,NA,NA,NA,"Seminole, Florida",-82.79121339999999,27.8397466
Florida,Metropolitan Counties,St. Johns,1,0,0,1,0,0,0,1,NA,NA,1,NA,NA,"St. Johns, Florida",-81.5471201,30.0820653
Florida,Metropolitan Counties,St. Lucie,1,0,1,0,0,0,0,1,NA,NA,1,NA,NA,"St. Lucie, Florida",-80.54384499999999,27.3225563
Florida,Metropolitan Counties,Volusia,6,4,0,2,0,0,0,6,NA,2,1,3,NA,"Volusia, Florida",-81.0754657,29.0279842
Georgia,Cities,Atlanta,5,0,0,5,0,0,0,5,1,4,0,0,472579,"Atlanta, Georgia",-84.3879824,33.7489954
Georgia,Cities,Conyers,1,1,0,0,0,0,0,1,0,0,0,1,16004,"Conyers, Georgia",NA,NA
Georgia,Universities and Colleges,University of Georgia,1,1,0,0,0,0,0,1,1,0,0,0,36130,"University of Georgia, Georgia",-83.37768,33.94459
Georgia,Metropolitan Counties,Cobb County Police Department,25,19,2,4,0,0,0,25,6,7,12,0,NA,"Cobb County Police Department, Georgia",-84.54828669999999,33.957702
Georgia,Metropolitan Counties,Fulton County Police Department,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Fulton County Police Department, Georgia",-84.391697,33.7515542
Georgia,Metropolitan Counties,Gwinnett County Police Department,6,4,0,2,0,0,0,6,2,1,3,0,NA,"Gwinnett County Police Department, Georgia",-84.1122156,33.9638543
Idaho,Cities,Blackfoot,1,0,0,1,0,0,0,1,0,0,1,0,11700,"Blackfoot, Idaho",-112.3449773,43.19047090000001
Idaho,Cities,Boise,3,0,2,1,0,0,0,3,1,1,1,0,220749,"Boise, Idaho",NA,NA
Idaho,Cities,Chubbuck,1,1,0,0,0,0,0,1,0,0,0,1,14515,"Chubbuck, Idaho",-112.4660912,42.9207477
Idaho,Cities,Coeur d'Alene,5,3,2,0,0,0,0,5,0,3,1,1,50155,"Coeur d'Alene, Idaho",-116.7812225,47.6734632
Idaho,Cities,Meridian,2,1,1,0,0,0,0,2,0,0,0,2,94113,"Meridian, Idaho",-116.3915131,43.6121087
Idaho,Cities,Moscow,1,0,0,1,0,0,0,1,0,0,0,1,25307,"Moscow, Idaho",-117.000165,46.73238749999999
Idaho,Cities,Mountain Home,1,1,0,0,0,0,0,1,0,0,0,1,13627,"Mountain Home, Idaho",NA,NA
Idaho,Cities,Nampa,2,2,0,0,0,0,0,2,0,1,1,0,91520,"Nampa, Idaho",-116.55978,43.5788175
Idaho,Cities,Payette,1,0,1,0,0,0,0,1,0,0,1,0,7360,"Payette, Idaho",-116.9337711,44.0782195
Idaho,Cities,Pocatello,3,3,0,0,0,0,0,3,1,2,0,0,54462,"Pocatello, Idaho",-112.4506191,42.8621042
Idaho,Cities,Twin Falls,2,2,0,0,0,0,0,2,0,2,0,0,48083,"Twin Falls, Idaho",-114.4700518,42.5558381
Idaho,Metropolitan Counties,Ada,1,0,1,0,0,0,0,1,1,0,0,0,NA,"Ada, Idaho",NA,NA
Idaho,Metropolitan Counties,Canyon,3,2,0,1,0,0,0,3,0,2,1,0,NA,"Canyon, Idaho",-116.6865435,43.67795810000001
Idaho,Nonmetropolitan Counties,Benewah,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Benewah, Idaho",-116.6499425,47.2437836
Illinois,Cities,Algonquin,2,2,0,0,0,0,0,2,0,1,1,0,30673,"Algonquin, Illinois",NA,NA
Illinois,Cities,Aurora,3,3,0,0,0,0,0,3,0,1,0,2,201159,"Aurora, Illinois",NA,NA
Illinois,Cities,Berwyn,3,3,0,0,0,0,0,3,0,0,1,2,56305,"Berwyn, Illinois",-87.7936685,41.85058739999999
Illinois,Cities,Bradley,3,3,0,0,0,0,0,3,NA,1,1,1,15561,"Bradley, Illinois",NA,NA
Illinois,Cities,Braidwood,1,1,0,0,0,0,0,1,0,0,1,0,6160,"Braidwood, Illinois",NA,NA
Illinois,Cities,Centralia,1,1,0,0,0,0,0,1,0,0,0,1,12580,"Centralia, Illinois",-89.1316944,38.5285169
Illinois,Cities,Champaign,2,1,0,1,0,0,0,2,0,0,1,1,87071,"Champaign, Illinois",NA,NA
Illinois,Cities,Charleston,1,1,0,0,0,0,0,1,0,0,1,0,21067,"Charleston, Illinois",NA,NA
Illinois,Cities,Chicago,51,26,9,14,0,0,2,51,5,19,10,17,2725153,"Chicago, Illinois",NA,NA
Illinois,Cities,Collinsville,1,1,0,0,0,0,0,1,0,0,0,1,24599,"Collinsville, Illinois",NA,NA
Illinois,Cities,Crete,1,0,0,1,0,0,0,1,0,0,0,1,8171,"Crete, Illinois",NA,NA
Illinois,Cities,Crystal Lake,1,1,0,0,0,0,0,1,1,0,0,0,40374,"Crystal Lake, Illinois",NA,NA
Illinois,Cities,De Kalb,1,1,0,0,0,0,0,1,0,0,1,0,43034,"De Kalb, Illinois",NA,NA
Illinois,Cities,Downers Grove,1,1,0,0,0,0,0,1,0,0,1,0,49894,"Downers Grove, Illinois",NA,NA
Illinois,Cities,Effingham,2,1,1,0,0,0,0,2,0,0,0,2,12660,"Effingham, Illinois",-88.5433829,39.1200418
Illinois,Cities,Elk Grove Village,1,1,0,0,0,0,0,1,0,1,0,0,33255,"Elk Grove Village, Illinois",-87.9703461,42.0039178
Illinois,Cities,Flossmoor,1,1,0,0,0,0,0,1,0,0,1,0,9479,"Flossmoor, Illinois",-87.6847684,41.5428123
Illinois,Cities,Glenwood,1,1,0,0,0,0,0,1,0,0,1,0,8996,"Glenwood, Illinois",NA,NA
Illinois,Cities,Grayslake,1,1,0,0,0,0,0,1,1,0,0,0,20916,"Grayslake, Illinois",-88.04174599999999,42.34446639999999
Illinois,Cities,Homewood,1,1,0,0,0,0,0,1,1,0,0,0,19379,"Homewood, Illinois",NA,NA
Illinois,Cities,Joliet,2,1,0,1,0,0,0,2,0,0,1,1,147886,"Joliet, Illinois",NA,NA
Illinois,Cities,Mokena,1,1,0,0,0,0,0,1,0,0,0,1,20156,"Mokena, Illinois",-87.8892189,41.5261437
Illinois,Cities,Monmouth,1,1,0,0,0,0,0,1,0,1,0,0,9261,"Monmouth, Illinois",-90.64735759999999,40.9114271
Illinois,Cities,Morrison,1,0,0,1,0,0,0,1,0,1,0,0,4137,"Morrison, Illinois",-89.9651186,41.80975100000001
Illinois,Cities,New Lenox,1,1,0,0,0,0,0,1,0,0,0,1,26085,"New Lenox, Illinois",NA,NA
Illinois,Cities,Normal,3,3,0,0,0,0,0,3,NA,0,2,1,54727,"Normal, Illinois",-88.9906312,40.5142026
Illinois,Cities,Oak Lawn,1,1,0,0,0,0,0,1,1,0,0,0,56791,"Oak Lawn, Illinois",-87.7479528,41.719978
Illinois,Cities,Pekin,1,1,0,0,0,0,0,1,0,0,0,1,33052,"Pekin, Illinois",-89.640658,40.5675388
Illinois,Cities,Peoria,1,1,0,0,0,0,0,1,1,0,0,0,115099,"Peoria, Illinois",-89.5889864,40.6936488
Illinois,Cities,Plainfield,2,1,1,0,0,0,0,2,0,0,0,2,43063,"Plainfield, Illinois",-88.2120315,41.632223
Illinois,Cities,Robinson,1,1,0,0,0,0,0,1,0,0,1,0,7616,"Robinson, Illinois",-87.7391935,39.0053201
Illinois,Cities,Rockford,5,3,0,2,0,0,0,5,1,2,1,1,147363,"Rockford, Illinois",-89.0939952,42.2711311
Illinois,Cities,Salem,1,1,0,0,0,0,0,1,0,1,0,0,7249,"Salem, Illinois",-88.9456158,38.6269929
Illinois,Cities,Springfield,2,2,0,0,0,0,0,2,0,1,1,0,116563,"Springfield, Illinois",-89.6501481,39.78172130000001
Illinois,Cities,Urbana,1,0,1,0,0,0,0,1,0,0,0,1,42461,"Urbana, Illinois",-88.2072697,40.1105875
