"State","Agency_Type","Agency_name","Total_incidents_bias_motivation","Bias_Motivation_Race_Ethnicity_Ancestry","Bias_Motivation_Religion","Bias_Motivation_Sexual_orientation","Bias_Motivation_Disability","Bias_Motivation_Gender","Bias_Motivation_Gender_Identity","Total_incidents_Q1_to_Q4","No_of_incidents_Q1","No_of_incidents_Q2","No_of_incidents_Q3","No_of_incidents_Q4","Population"
"Kentucky","Other Agencies","Jefferson County School District",2,1,1,0,0,0,0,2,1,0,1,0,
"Louisiana","Cities","Baton Rouge",3,2,0,1,0,0,0,3,0,0,1,2,"228,389"
"Louisiana","Cities","New Orleans2",6,3,2,1,0,0,0,5,3,1,0,1,"397,208"
"Louisiana","Cities","Thibodaux",1,1,0,0,0,0,0,1,0,0,1,0,"14,588"
"Louisiana","Cities","Westlake",1,1,0,0,0,0,0,1,1,0,0,0,"4,626"
"Louisiana","Metropolitan Counties","Bossier",2,1,0,1,0,0,0,2,1,0,1,0,
"Louisiana","Metropolitan Counties","Caddo",1,0,1,0,0,0,0,1,0,0,0,1,
"Louisiana","Metropolitan Counties","St. Charles",6,6,0,0,0,0,0,6,0,0,6,,
"Louisiana","Metropolitan Counties","St. John the Baptist",5,4,0,1,0,0,0,5,0,3,2,0,
"Louisiana","Nonmetropolitan Counties","Avoyelles",1,1,0,0,0,0,0,1,,,1,,
"Louisiana","Nonmetropolitan Counties","Madison",1,1,0,0,0,0,0,1,0,0,1,0,
"Maine","Cities","Augusta",2,0,1,1,0,0,0,2,1,0,1,0,"18,347"
"Maine","Cities","Biddeford",1,0,1,0,0,0,0,1,0,0,1,0,"21,285"
"Maine","Cities","Farmington",1,0,0,1,0,0,0,1,0,0,1,0,"7,401"
"Maine","Cities","Lewiston",2,2,0,0,0,0,0,2,0,1,1,0,"36,126"
"Maine","Cities","Lincoln",1,1,0,0,0,0,0,1,0,0,0,1,"5,020"
"Maine","Cities","Old Orchard Beach",1,1,0,0,0,0,0,1,0,0,0,1,"8,807"
"Maine","Cities","Portland",11,6,3,2,0,0,0,11,2,3,6,0,"67,041"
"Maine","Cities","Saco",6,4,2,0,0,0,0,6,1,2,1,2,"19,197"
"Maine","Cities","Sanford",2,1,0,1,0,0,0,2,0,1,0,1,"20,914"
"Maine","Cities","Scarborough",1,0,1,0,0,0,0,1,0,1,0,0,"19,851"
"Maine","Cities","South Portland",3,0,2,1,0,0,0,3,0,1,1,1,"25,674"
"Maine","Cities","Waterville",1,1,0,0,0,0,0,1,0,0,0,1,"16,370"
"Maine","Universities and Colleges","University of Southern Maine",7,4,1,2,0,0,0,7,2,0,3,2,"7,739"
"Maine","State Police Agencies","State Police, Kennebec County",1,1,0,0,0,0,0,1,1,0,0,0,
"Maryland","Cities","Baltimore",3,1,0,2,0,0,0,3,0,1,2,0,"618,385"
"Maryland","Cities","Laurel",2,1,0,1,0,0,0,2,0,2,0,0,"26,424"
"Maryland","Universities and Colleges","University of Maryland, College Park",1,1,0,0,0,0,0,1,0,0,0,1,"38,140"
"Maryland","Metropolitan Counties","Anne Arundel County Police Department",16,10,5,1,0,0,0,16,2,1,3,10,
"Maryland","Metropolitan Counties","Baltimore County Police Department",1,1,0,0,0,0,0,1,0,0,1,0,
"Maryland","Metropolitan Counties","Harford",4,4,0,0,0,0,0,4,1,1,0,2,
"Maryland","Metropolitan Counties","Howard County Police Department",1,1,0,0,0,0,0,1,0,,0,1,
"Maryland","Metropolitan Counties","Montgomery County Police Department",7,4,1,2,0,0,0,7,2,,3,2,
"Maryland","State Police Agencies","State Police, Anne Arundel County",1,0,1,0,0,0,0,1,0,0,0,1,
"Maryland","Other Agencies","National Capitol Park Police, Montgomery County",1,1,0,0,0,0,0,1,0,1,0,0,
"Massachusetts","Cities","Acton",3,2,0,0,0,0,1,3,1,2,0,0,"23,770"
"Massachusetts","Cities","Andover",3,2,1,0,0,0,0,3,1,2,0,0,"35,558"
"Massachusetts","Cities","Arlington",11,9,1,0,1,0,0,10,2,4,3,1,"45,004"
"Massachusetts","Cities","Barnstable",4,0,0,3,1,0,0,4,1,0,3,0,"43,974"
"Massachusetts","Cities","Belmont",1,1,0,0,0,0,0,1,0,0,0,1,"25,637"
"Massachusetts","Cities","Beverly",3,2,1,0,0,0,0,3,1,1,1,0,"41,303"
"Massachusetts","Cities","Billerica",2,1,1,0,0,0,0,2,1,0,0,1,"42,965"
"Massachusetts","Cities","Boston",129,75,16,28,1,0,9,120,29,34,27,30,"673,880"
"Massachusetts","Cities","Boxford",1,0,1,0,0,0,0,1,0,0,0,1,"8,271"
"Massachusetts","Cities","Braintree",9,6,1,1,0,1,0,7,3,1,2,1,"37,673"
"Massachusetts","Cities","Cambridge",26,16,6,4,0,0,0,25,5,7,3,10,"111,030"
"Massachusetts","Cities","Chelmsford",1,0,0,0,0,1,0,1,0,1,0,0,"35,251"
"Massachusetts","Cities","Chelsea",1,0,1,0,0,0,0,1,0,0,1,0,"40,096"
"Massachusetts","Cities","Chicopee",1,1,0,0,0,0,0,1,1,0,0,0,"56,887"
"Massachusetts","Cities","Cohasset",1,1,0,0,0,0,0,1,0,0,0,1,"8,538"
"Massachusetts","Cities","Danvers",3,0,3,0,0,0,0,3,0,0,1,2,"27,997"
"Massachusetts","Cities","Dartmouth",1,1,0,0,0,0,0,1,0,0,1,0,"34,630"
"Massachusetts","Cities","Dennis",2,2,0,0,0,0,0,2,0,0,1,1,"13,905"
"Massachusetts","Cities","Dudley",1,0,1,0,0,0,0,1,0,0,0,1,"11,558"
"Massachusetts","Cities","Everett",8,7,1,0,0,0,0,8,1,0,4,3,"46,754"
"Massachusetts","Cities","Fitchburg",1,0,1,0,0,0,0,1,0,0,0,1,"40,391"
"Massachusetts","Cities","Framingham",3,3,0,0,0,0,0,3,1,1,1,0,"71,422"
"Massachusetts","Cities","Freetown",1,1,0,0,0,0,0,1,0,0,1,0,"9,199"
"Massachusetts","Cities","Greenfield",1,0,0,0,0,1,0,1,0,0,1,0,"17,456"
"Massachusetts","Cities","Haverhill",6,3,1,2,0,0,0,5,0,1,1,3,"62,851"
"Massachusetts","Cities","Holliston",1,0,0,1,0,0,0,1,0,1,0,0,"14,656"
"Massachusetts","Cities","Hopkinton",3,0,2,1,0,0,0,3,1,2,0,0,"16,960"
"Massachusetts","Cities","Lancaster",1,0,0,1,0,0,0,1,1,0,0,0,"8,150"
"Massachusetts","Cities","Lawrence",1,0,0,1,0,0,0,1,0,0,0,1,"80,622"
"Massachusetts","Cities","Lenox",1,0,0,1,0,0,0,1,0,0,1,0,"4,971"
"Massachusetts","Cities","Lexington",2,1,1,0,0,0,0,2,0,0,2,0,"33,643"
"Massachusetts","Cities","Lowell",2,0,1,1,0,0,0,2,1,0,0,1,"111,027"
"Massachusetts","Cities","Lynn",8,5,0,2,0,0,1,7,2,1,3,1,"92,443"
"Massachusetts","Cities","Malden",3,1,0,2,0,0,0,3,0,0,2,1,"61,102"
"Massachusetts","Cities","Manchester-by-the-Sea",1,0,0,0,1,0,0,1,0,0,1,0,"5,387"
"Massachusetts","Cities","Mansfield",1,1,0,0,0,0,0,1,0,0,0,1,"23,681"
"Massachusetts","Cities","Mattapoisett",1,1,0,0,0,0,0,1,0,1,0,0,"6,282"
"Massachusetts","Cities","Medford",3,3,0,0,0,0,0,3,0,0,1,2,"57,367"
"Massachusetts","Cities","Methuen",3,2,1,0,0,0,0,2,0,0,2,0,"49,912"
"Massachusetts","Cities","Milford",1,1,0,0,0,0,0,1,0,0,0,1,"28,606"
"Massachusetts","Cities","Millbury",1,0,1,0,0,0,0,1,1,0,0,0,"13,532"
"Massachusetts","Cities","Milton",2,1,0,1,0,0,0,2,0,0,2,0,"27,317"
"Massachusetts","Cities","Nahant",2,1,0,1,0,0,0,2,1,1,0,0,"3,484"
"Massachusetts","Cities","Newburyport",1,1,0,0,0,0,0,1,0,1,0,0,"18,011"
"Massachusetts","Cities","Newton",24,7,16,0,0,0,1,21,8,6,4,3,"89,116"
"Massachusetts","Cities","Northampton",4,2,1,1,0,0,0,4,1,0,2,1,"28,521"
"Massachusetts","Cities","Pepperell",1,0,1,0,0,0,0,1,0,0,1,0,"12,242"
"Massachusetts","Cities","Pittsfield",1,1,0,0,0,0,0,1,0,0,0,1,"43,031"
"Massachusetts","Cities","Provincetown",1,0,0,1,0,0,0,1,0,1,0,0,"2,959"
"Massachusetts","Cities","Quincy",5,3,0,1,0,1,0,5,1,1,2,1,"93,437"
"Massachusetts","Cities","Randolph",3,3,0,0,0,0,0,3,0,1,2,0,"33,807"
"Massachusetts","Cities","Salem",5,1,1,3,0,0,0,5,0,2,3,0,"42,888"
"Massachusetts","Cities","Saugus",1,1,0,0,0,0,0,1,1,0,0,0,"28,131"
"Massachusetts","Cities","Sharon",1,0,0,0,0,1,0,1,0,0,0,1,"18,200"
"Massachusetts","Cities","Shelburne",1,0,0,0,1,0,0,1,0,0,0,1,"1,839"
"Massachusetts","Cities","Somerville",11,6,3,1,1,0,0,11,2,2,2,5,"80,899"
"Massachusetts","Cities","Southbridge",1,1,0,0,0,0,0,1,0,0,1,0,"16,819"
"Massachusetts","Cities","Springfield",10,7,0,3,0,0,0,10,3,1,4,2,"154,102"
"Massachusetts","Cities","Stoughton",1,0,1,0,0,0,0,1,0,0,1,0,"28,583"
"Massachusetts","Cities","Sturbridge",1,0,0,0,1,0,0,1,0,1,0,0,"9,520"
"Massachusetts","Cities","Sudbury",1,0,1,0,0,0,0,1,0,0,0,1,"19,035"
"Massachusetts","Cities","Swampscott",3,0,3,0,0,0,0,3,0,2,0,1,"14,551"
"Massachusetts","Cities","Taunton",5,3,0,1,0,1,0,5,2,1,2,0,"56,720"
"Massachusetts","Cities","Topsfield",1,1,0,0,0,0,0,1,1,0,0,0,"6,590"
"Massachusetts","Cities","Waltham",6,1,0,1,1,0,3,6,2,1,1,2,"63,613"
"Massachusetts","Cities","Watertown",4,0,2,2,0,0,0,3,0,0,2,1,"34,655"
"Massachusetts","Cities","Westfield",1,0,0,1,0,0,0,1,0,1,0,0,"41,700"
"Massachusetts","Cities","West Tisbury",1,0,0,0,0,1,0,1,0,0,1,0,"2,927"
"Massachusetts","Cities","Williamstown",1,1,0,0,0,0,0,1,0,0,1,0,"7,591"
"Massachusetts","Cities","Worcester",6,5,0,0,0,0,1,6,0,1,2,3,"184,595"
"Massachusetts","Universities and Colleges","Boston University",21,5,11,4,0,1,0,19,3,3,9,4,"32,158"
"Massachusetts","Universities and Colleges","Brandeis University",1,0,1,0,0,0,0,1,0,0,0,1,"5,752"
"Massachusetts","Universities and Colleges","Bridgewater State University",1,0,0,1,0,0,0,1,1,0,0,0,"11,089"
"Massachusetts","Universities and Colleges","Bristol Community College",1,1,0,0,0,0,0,1,0,0,0,1,"8,761"
"Massachusetts","Universities and Colleges","Clark University",3,0,3,0,0,0,0,3,2,0,0,1,"3,485"
"Massachusetts","Universities and Colleges","Hampshire College",1,1,0,0,0,0,0,1,0,0,0,1,"1,410"
"Massachusetts","Universities and Colleges","Massachusetts Institute of Technology",1,0,1,0,0,0,0,1,1,0,0,0,"11,331"
"Massachusetts","Universities and Colleges","Northeastern University",1,0,1,0,0,0,0,1,,1,,,"19,940"
"Massachusetts","Universities and Colleges","Salem State University",3,0,0,3,0,0,0,3,2,1,0,0,"9,215"
"Massachusetts","Universities and Colleges","Tufts University, Suffolk",1,0,1,0,0,0,0,1,0,1,0,0,
"Massachusetts","Universities and Colleges","University of Massachusetts:Amherst",12,6,4,2,0,0,0,11,6,4,1,0,"29,269"
"Massachusetts","Universities and Colleges","University of Massachusetts:Medical Center, Worcester",1,1,0,0,0,0,0,1,0,0,0,1,"1,079"
"Massachusetts","Other Agencies","Massachusetts Bay Transportation Authority:Middlesex County",1,1,0,0,0,0,0,1,0,0,1,,
"Massachusetts","Other Agencies","Massachusetts Bay Transportation Authority:Suffolk County",5,3,1,1,0,0,0,5,1,1,1,2,
"Michigan","Cities","Albion",3,2,1,0,0,0,0,3,0,0,0,3,"8,155"
"Michigan","Cities","Allegan",1,0,0,1,0,0,0,1,0,1,0,0,"5,086"
"Michigan","Cities","Ann Arbor",1,0,1,0,0,0,0,1,0,0,0,1,"117,688"
"Michigan","Cities","Auburn Hills",1,1,0,0,0,0,0,1,0,1,0,0,"22,933"
"Michigan","Cities","Battle Creek",3,3,0,0,0,0,0,3,0,1,1,1,"60,904"
"Michigan","Cities","Belleville",1,1,0,0,0,0,0,1,0,0,0,1,"3,860"
"Michigan","Cities","Benton Harbor",1,1,0,0,0,0,0,1,1,0,0,0,"9,963"
"Michigan","Cities","Benton Township",2,2,0,0,0,0,0,2,0,0,2,0,"14,413"
"Michigan","Cities","Berkley",1,1,0,0,0,0,0,1,0,0,1,0,"15,328"
"Michigan","Cities","Big Rapids",1,1,0,0,0,0,0,1,0,0,0,1,"10,389"
"Michigan","Cities","Birmingham",1,0,1,0,0,0,0,1,0,1,0,0,"21,012"
"Michigan","Cities","Blackman Township",3,3,0,0,0,0,0,3,0,0,2,1,"37,522"
"Michigan","Cities","Bloomfield Hills",2,1,1,0,0,0,0,2,0,1,0,1,"4,031"
"Michigan","Cities","Bloomfield Township",2,1,1,0,0,0,0,2,0,0,0,2,"42,313"
"Michigan","Cities","Buena Vista Township",2,2,0,0,0,0,0,2,0,1,1,0,"8,158"
"Michigan","Cities","Burton",1,1,0,0,0,0,0,1,0,0,1,0,"28,563"
"Michigan","Cities","Cadillac",1,1,0,0,0,0,0,1,0,0,0,1,"10,372"
"Michigan","Cities","Caro",1,1,0,0,0,0,0,1,0,0,0,1,"4,074"
"Michigan","Cities","Chesterfield Township",1,1,0,0,0,0,0,1,1,0,0,0,"44,963"
"Michigan","Cities","Clawson",2,2,0,0,0,0,0,2,0,0,1,1,"12,053"
"Michigan","Cities","Clinton Township",1,1,0,0,0,0,0,1,1,0,0,0,"100,514"
"Michigan","Cities","Clio",1,1,0,0,0,0,0,1,0,0,1,0,"2,516"
"Michigan","Cities","Coldwater",1,1,0,0,0,0,0,1,0,1,0,0,"10,827"
"Michigan","Cities","Commerce Township",1,1,0,0,0,0,0,1,0,0,1,0,"38,218"
"Michigan","Cities","Dearborn",14,7,4,3,0,0,0,14,3,5,5,1,"94,646"
"Michigan","Cities","Dearborn Heights",2,1,1,0,0,0,0,2,0,0,1,1,"55,852"
"Michigan","Cities","Detroit",32,16,1,13,2,0,0,32,6,6,7,13,"669,673"
"Michigan","Cities","East Lansing",3,2,1,0,0,0,0,3,2,0,0,1,"48,451"
"Michigan","Cities","Eastpointe",3,3,0,0,0,0,0,3,0,1,0,2,"32,701"
"Michigan","Cities","Eaton Rapids",1,1,0,0,0,0,0,1,0,0,1,0,"5,226"
"Michigan","Cities","Escanaba",2,1,0,0,0,1,0,2,0,0,2,0,"12,278"
"Michigan","Cities","Evart",1,1,0,0,0,0,0,1,0,0,1,0,"1,853"
"Michigan","Cities","Farmington",1,0,0,1,0,0,0,1,0,0,1,0,"10,553"
"Michigan","Cities","Ferndale",2,2,0,0,0,0,0,2,0,1,0,1,"20,232"
"Michigan","Cities","Flint",16,14,1,1,0,0,0,16,1,4,8,3,"97,548"
"Michigan","Cities","Flushing",1,0,0,1,0,0,0,1,0,1,0,0,"8,028"
"Michigan","Cities","Forsyth Township",1,1,0,0,0,0,0,1,1,0,0,0,"6,196"
"Michigan","Cities","Fruitport Township",1,1,0,0,0,0,0,1,0,0,1,0,"13,879"
"Michigan","Cities","Galesburg",2,2,0,0,0,0,0,2,0,1,0,1,"2,050"
"Michigan","Cities","Garden City",3,2,1,0,0,0,0,3,0,0,1,2,"26,781"
"Michigan","Cities","Gaylord",1,1,0,0,0,0,0,1,0,0,1,0,"3,662"
"Michigan","Cities","Genesee Township",1,0,0,1,0,0,0,1,1,0,0,0,"20,393"
"Michigan","Cities","Grand Rapids",2,2,0,0,0,0,0,2,0,1,0,1,"196,538"
"Michigan","Cities","Grandville",1,0,1,0,0,0,0,1,0,1,0,0,"16,070"
"Michigan","Cities","Grant",3,3,0,0,0,0,0,3,0,2,0,1,880
"Michigan","Cities","Grosse Pointe Park",2,1,0,1,0,0,0,2,0,0,1,1,"11,160"
"Michigan","Cities","Grosse Pointe Woods",1,1,0,0,0,0,0,1,0,1,0,0,"15,699"
"Michigan","Cities","Hampton Township",1,1,0,0,0,0,0,1,0,0,0,1,"9,401"
"Michigan","Cities","Hamtramck",5,3,2,0,0,0,0,5,2,2,1,0,"21,929"
"Michigan","Cities","Harper Woods",1,1,0,0,0,0,0,1,0,1,0,0,"13,764"
"Michigan","Cities","Hart",1,1,0,0,0,0,0,1,0,0,1,0,"2,093"
"Michigan","Cities","Hastings",1,1,0,0,0,0,0,1,0,1,0,0,"7,274"
"Michigan","Cities","Highland Park",7,5,1,1,0,0,0,7,1,0,3,3,"10,810"
"Michigan","Cities","Houghton",2,2,0,0,0,0,0,2,1,0,0,1,"8,020"
"Michigan","Cities","Huntington Woods",1,0,1,0,0,0,0,1,1,0,0,0,"6,360"
"Michigan","Cities","Huron Township",1,1,0,0,0,0,0,1,0,0,1,0,"15,622"
"Michigan","Cities","Independence Township",2,2,0,0,0,0,0,2,1,0,0,1,"36,689"
"Michigan","Cities","Inkster",6,3,2,1,0,0,0,6,2,1,2,1,"24,548"
"Michigan","Cities","Ishpeming",2,2,0,0,0,0,0,2,1,0,0,1,"6,485"
"Michigan","Cities","Kalamazoo",1,1,0,0,0,0,0,1,0,1,0,0,"76,389"
"Michigan","Cities","Lansing",2,1,1,0,0,0,0,2,2,0,0,0,"115,199"
"Michigan","Cities","Lapeer",2,1,0,1,0,0,0,2,1,0,1,0,"8,782"
"Michigan","Cities","Lawton",2,2,0,0,0,0,0,2,0,1,0,1,"1,860"
"Michigan","Cities","Leslie",1,1,0,0,0,0,0,1,0,1,0,0,"1,869"
"Michigan","Cities","Lincoln Park",1,1,0,0,0,0,0,1,0,1,0,0,"36,808"
"Michigan","Cities","Lincoln Township",2,2,0,0,0,0,0,2,0,0,0,2,"14,500"
"Michigan","Cities","Livonia",4,3,1,0,0,0,0,4,0,0,3,1,"94,226"
"Michigan","Cities","Ludington",3,3,0,0,0,0,0,3,0,2,1,0,"8,054"
"Michigan","Cities","Mackinac Island",1,0,0,1,0,0,0,1,0,1,0,0,479
"Michigan","Cities","Marysville",1,0,0,1,0,0,0,1,0,1,0,0,"9,722"
"Michigan","Cities","Mason",1,1,0,0,0,0,0,1,0,1,0,0,"8,461"
"Michigan","Cities","Melvindale",2,2,0,0,0,0,0,2,0,1,1,0,"10,348"
"Michigan","Cities","Meridian Township",6,4,1,1,0,0,0,6,2,0,0,4,"42,700"
"Michigan","Cities","Monroe",2,2,0,0,0,0,0,2,0,1,1,0,"19,971"
"Michigan","Cities","Montrose Township",2,0,1,1,0,0,0,2,0,2,0,0,"7,524"
"Michigan","Cities","Mount Pleasant",1,1,0,0,0,0,0,1,0,1,0,0,"26,069"
"Michigan","Cities","Muskegon",2,0,1,1,0,0,0,2,0,0,0,2,"38,442"
"Michigan","Cities","Muskegon Township",1,0,0,1,0,0,0,1,0,0,0,1,"17,791"
"Michigan","Cities","Niles",2,1,1,0,0,0,0,2,0,0,2,0,"11,282"
"Michigan","Cities","Norton Shores",3,3,0,0,0,0,0,3,0,1,1,1,"24,256"
"Michigan","Cities","Ontwa Township-Edwardsburg",1,0,0,1,0,0,0,1,0,0,1,0,"6,481"
"Michigan","Cities","Owosso",1,1,0,0,0,0,0,1,0,0,1,0,"14,605"
"Michigan","Cities","Oxford Township",1,1,0,0,0,0,0,1,1,0,0,0,"18,164"
"Michigan","Cities","Pittsfield Township",3,1,1,1,0,0,0,3,0,0,2,1,"38,704"
"Michigan","Cities","Plymouth",1,0,0,1,0,0,0,1,0,0,1,0,"8,865"
"Michigan","Cities","Plymouth Township",1,0,0,1,0,0,0,1,0,0,0,1,"26,870"
"Michigan","Cities","Pontiac",2,2,0,0,0,0,0,2,1,0,1,0,"60,003"
"Michigan","Cities","Portage",1,1,0,0,0,0,0,1,0,0,1,0,"48,550"
"Michigan","Cities","Port Huron",1,0,0,1,0,0,0,1,0,0,1,0,"29,182"
"Michigan","Cities","Redford Township",2,1,1,0,0,0,0,2,0,1,1,0,"47,218"
"Michigan","Cities","Richland",1,1,0,0,0,0,0,1,0,1,0,0,793
"Michigan","Cities","River Rouge",1,1,0,0,0,0,0,1,0,0,0,1,"7,480"
"Michigan","Cities","Rochester Hills",2,2,0,0,0,0,0,2,1,0,1,0,"73,913"
"Michigan","Cities","Romulus",4,4,0,0,0,0,0,4,0,2,1,1,"23,315"
"Michigan","Cities","Roseville",3,3,0,0,0,0,0,3,1,1,1,0,"47,704"
"Michigan","Cities","Royal Oak",1,1,0,0,0,0,0,1,1,0,0,0,"59,367"
"Michigan","Cities","Saginaw",5,3,1,1,0,0,0,5,2,2,0,1,"48,942"
"Michigan","Cities","Saginaw Township",2,2,0,0,0,0,0,2,0,1,1,0,"39,421"
"Michigan","Cities","Saline",1,1,0,0,0,0,0,1,0,0,1,0,"9,158"
"Michigan","Cities","Sault Ste. Marie",2,0,0,2,0,0,0,2,2,0,0,0,"13,763"
"Michigan","Cities","Shelby Township",4,3,0,1,0,0,0,4,0,1,1,2,"78,427"
"Michigan","Cities","Southfield",3,1,1,1,0,0,0,3,1,1,0,1,"73,438"
"Michigan","Cities","Southgate",4,3,0,1,0,0,0,4,1,2,1,0,"29,158"
"Michigan","Cities","South Lyon",2,2,0,0,0,0,0,2,0,1,1,0,"11,801"
"Michigan","Cities","St. Charles",2,1,1,0,0,0,0,2,0,0,2,0,"1,940"
"Michigan","Cities","St. Joseph Township",1,1,0,0,0,0,0,1,0,1,0,0,"9,850"
"Michigan","Cities","Sturgis",1,1,0,0,0,0,0,1,0,1,0,0,"10,876"
"Michigan","Cities","Taylor",3,3,0,0,0,0,0,3,0,1,1,1,"61,290"
"Michigan","Cities","Tittabawassee Township",1,1,0,0,0,0,0,1,0,0,1,0,"9,782"
"Michigan","Cities","Traverse City",7,4,3,0,0,0,0,7,0,2,2,3,"15,330"
"Michigan","Cities","Troy",7,7,0,0,0,0,0,7,0,1,3,3,"83,743"
"Michigan","Cities","Van Buren Township",4,2,0,2,0,0,0,4,0,0,2,2,"28,090"
"Michigan","Cities","Warren",10,7,1,0,2,0,0,10,2,2,2,4,"135,620"
"Michigan","Cities","Waterford Township",1,1,0,0,0,0,0,1,1,0,0,0,"73,308"
"Michigan","Cities","West Bloomfield Township",9,5,4,0,0,0,0,9,1,2,4,2,"66,123"
"Michigan","Cities","Wyoming",1,0,1,0,0,0,0,1,1,0,0,0,"75,917"
"Michigan","Universities and Colleges","Eastern Michigan University",6,4,2,0,0,0,0,6,0,0,2,4,"21,824"
"Michigan","Universities and Colleges","Grand Valley State University",1,0,0,1,0,0,0,1,0,0,1,0,"25,325"
"Michigan","Universities and Colleges","Michigan State University",4,2,1,1,0,0,0,4,0,0,1,3,"50,538"
"Michigan","Universities and Colleges","Mott Community College",1,1,0,0,0,0,0,1,0,0,1,0,"8,617"
"Michigan","Universities and Colleges","Schoolcraft College",1,1,0,0,0,0,0,1,0,0,1,0,"11,687"
"Michigan","Universities and Colleges","University of Michigan:Ann Arbor",8,6,1,1,0,0,0,8,2,2,1,3,"43,651"
"Michigan","Universities and Colleges","University of Michigan:Flint",1,1,0,0,0,0,0,1,0,0,0,1,"8,470"
"Michigan","Universities and Colleges","Western Michigan University",1,1,0,0,0,0,0,1,0,0,1,0,"23,529"
"Michigan","Metropolitan Counties","Barry",2,2,0,0,0,0,0,2,0,2,0,0,
"Michigan","Metropolitan Counties","Calhoun",2,1,0,1,0,0,0,2,0,0,2,0,
"Michigan","Metropolitan Counties","Eaton",1,1,0,0,0,0,0,1,0,0,1,0,
"Michigan","Metropolitan Counties","Genesee",1,1,0,0,0,0,0,1,0,0,0,1,
"Michigan","Metropolitan Counties","Ingham",2,2,0,0,0,0,0,2,0,2,0,0,
"Michigan","Metropolitan Counties","Jackson",3,3,0,0,0,0,0,3,0,0,3,0,
"Michigan","Metropolitan Counties","Kent",2,1,0,1,0,0,0,2,1,1,0,0,
"Michigan","Metropolitan Counties","Lapeer",3,2,0,1,0,0,0,3,2,0,0,1,
"Michigan","Metropolitan Counties","Livingston",2,0,0,0,1,1,0,2,1,0,0,1,
"Michigan","Metropolitan Counties","Macomb",1,1,0,0,0,0,0,1,0,1,0,0,
"Michigan","Metropolitan Counties","Monroe",3,3,0,0,0,0,0,3,0,1,1,1,
"Michigan","Metropolitan Counties","Montcalm",2,1,0,1,0,0,0,2,1,0,1,0,
"Michigan","Metropolitan Counties","Muskegon",1,1,0,0,0,0,0,1,0,0,1,0,
"Michigan","Metropolitan Counties","Oakland",2,0,0,2,0,0,0,2,1,0,1,0,
"Michigan","Metropolitan Counties","Saginaw",2,2,0,0,0,0,0,2,1,1,0,0,
"Michigan","Metropolitan Counties","St. Clair",1,0,0,1,0,0,0,1,0,0,0,1,
"Michigan","Metropolitan Counties","Van Buren",2,1,0,1,0,0,0,2,0,0,0,2,
"Michigan","Metropolitan Counties","Washtenaw",2,2,0,0,0,0,0,2,0,0,1,1,
"Michigan","Nonmetropolitan Counties","Benzie",1,1,0,0,0,0,0,1,1,0,0,0,
"Michigan","Nonmetropolitan Counties","Clare",1,1,0,0,0,0,0,1,0,0,1,0,
"Michigan","Nonmetropolitan Counties","Emmet",1,1,0,0,0,0,0,1,0,1,0,0,
"Michigan","Nonmetropolitan Counties","Gratiot",2,2,0,0,0,0,0,2,0,1,0,1,
"Michigan","Nonmetropolitan Counties","Hillsdale",1,1,0,0,0,0,0,1,0,1,0,0,
"Michigan","Nonmetropolitan Counties","Huron",1,1,0,0,0,0,0,1,0,0,0,1,
"Michigan","Nonmetropolitan Counties","Ionia",1,1,0,0,0,0,0,1,0,0,1,0,
"Michigan","Nonmetropolitan Counties","Luce",1,0,0,0,1,0,0,1,0,0,1,0,
"Michigan","Nonmetropolitan Counties","Marquette",1,1,0,0,0,0,0,1,0,1,0,0,
"Michigan","Nonmetropolitan Counties","Mason",1,1,0,0,0,0,0,1,0,0,0,1,
"Michigan","Nonmetropolitan Counties","Mecosta",2,2,0,0,0,0,0,2,0,1,1,0,
"Michigan","Nonmetropolitan Counties","Menominee",3,3,0,0,0,0,0,3,1,2,0,0,
"Michigan","Nonmetropolitan Counties","Oceana",2,1,0,1,0,0,0,2,1,1,0,0,
"Michigan","Nonmetropolitan Counties","Sanilac",1,1,0,0,0,0,0,1,0,0,1,0,
"Michigan","Nonmetropolitan Counties","Tuscola",4,1,1,1,0,1,0,4,0,0,2,2,
"Michigan","State Police Agencies","State Police:Ingham County",2,2,0,0,0,0,0,2,0,0,0,2,
"Michigan","State Police Agencies","State Police:Isabella County",5,3,0,2,0,0,0,5,1,1,2,1,
"Michigan","State Police Agencies","State Police:Jackson County",1,1,0,0,0,0,0,1,0,0,0,1,
"Michigan","State Police Agencies","State Police:Kent County",3,3,0,0,0,0,0,3,0,0,1,2,
"Michigan","State Police Agencies","State Police:Livingston County",2,0,1,0,0,1,0,2,0,0,0,2,
"Michigan","State Police Agencies","State Police:Mecosta County",1,1,0,0,0,0,0,1,0,1,0,0,
"Michigan","State Police Agencies","State Police:Muskegon County",1,0,0,0,0,1,0,1,1,0,0,0,
"Michigan","State Police Agencies","State Police:Oceana County",4,4,0,0,0,0,0,4,0,2,1,1,
"Michigan","Other Agencies","Gerald R. Ford International Airport",1,1,0,0,0,0,0,1,0,0,1,0,
"Minnesota","Cities","Blaine",2,2,0,0,0,0,0,2,1,0,0,1,"63,115"
"Minnesota","Cities","Bloomington",1,1,0,0,0,0,0,1,0,0,0,1,"87,134"
"Minnesota","Cities","Brooklyn Center",1,1,0,0,0,0,0,1,1,0,0,0,"30,893"
